#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1735136	1630068	93.94	60475	3.49	16139	0.93	1108	0.06	27346	1.58
Ecoli	1735136	1734634	99.97	0	0.00	0	0.00	127	0.01	375	0.02
PhiX	1735136	1735136	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1735136	1735110	100.00	0	0.00	0	0.00	0	0.00	26	0.00
Vectors	1735136	1733929	99.93	1	0.00	0	0.00	70	0.00	1136	0.07
Bacteria_24k	1735136	1462602	84.30	68595	3.95	108270	6.24	8734	0.50	86935	5.01
Protists_1k	1735136	1602102	92.34	11806	0.68	4752	0.27	44477	2.56	71999	4.15
Viruses	1735136	1727032	99.53	261	0.02	120	0.01	2285	0.13	5438	0.31
Fungi_RefSeq_release	1735136	1718517	99.04	1029	0.06	141	0.01	6062	0.35	9387	0.54
Coral	1735136	1729731	99.69	18	0.00	4	0.00	648	0.04	4735	0.27
Bird	1735136	1729005	99.66	81	0.00	17	0.00	1105	0.06	4928	0.28
Plant	1735136	1730429	99.73	27	0.00	15	0.00	617	0.04	4048	0.23

%Hit_no_genomes: 77.55
