#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	91168	88805	97.41	476	0.52	119	0.13	199	0.22	1569	1.72
Ecoli	91168	91161	99.99	0	0.00	0	0.00	2	0.00	5	0.01
PhiX	91168	91168	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	91168	91165	100.00	0	0.00	0	0.00	1	0.00	2	0.00
Vectors	91168	90961	99.77	0	0.00	0	0.00	8	0.01	199	0.22
Bacteria_24k	91168	87717	96.21	561	0.62	1109	1.22	158	0.17	1623	1.78
Protists_1k	91168	86850	95.27	395	0.43	810	0.89	478	0.52	2635	2.89
Viruses	91168	90319	99.07	11	0.01	1	0.00	88	0.10	749	0.82
Fungi_RefSeq_release	91168	89294	97.94	54	0.06	19	0.02	252	0.28	1549	1.70
Coral	91168	90297	99.05	1	0.00	3	0.00	115	0.13	752	0.82
Bird	91168	89997	98.71	29	0.03	15	0.02	215	0.24	912	1.00
Plant	91168	90190	98.93	9	0.01	2	0.00	108	0.12	859	0.94

%Hit_no_genomes: 92.54
