#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	611034	599850	98.17	509	0.08	233	0.04	1418	0.23	9024	1.48
Ecoli	611034	611032	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	611034	611034	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	611034	611029	100.00	0	0.00	0	0.00	0	0.00	5	0.00
Vectors	611034	609960	99.82	0	0.00	0	0.00	61	0.01	1013	0.17
Bacteria_24k	611034	604203	98.89	299	0.05	882	0.14	685	0.11	4965	0.81
Protists_1k	611034	590310	96.61	1915	0.31	5243	0.86	571	0.09	12995	2.13
Viruses	611034	605997	99.18	64	0.01	6	0.00	558	0.09	4409	0.72
Fungi_RefSeq_release	611034	599411	98.09	278	0.05	186	0.03	1567	0.26	9592	1.57
Coral	611034	605380	99.07	45	0.01	17	0.00	771	0.13	4821	0.79
Bird	611034	603609	98.78	214	0.04	50	0.01	1400	0.23	5761	0.94
Plant	611034	604975	99.02	30	0.00	13	0.00	741	0.12	5275	0.86

%Hit_no_genomes: 96.05
