pos	3pG>A
1	0.00609808468607747
2	0.00583953960731212
3	0.00497086047308879
4	0.00455512984248616
5	0.00439982913284921
6	0.00460652591170825
7	0.00449409347714432
8	0.00453864268893171
9	0.00442075152775972
10	0.00360043907793633
11	0.00426365020665651
12	0.00386536373507058
13	0.00444832097688618
14	0.00461187017800957
15	0.0045499420526248
16	0.00457290767903365
17	0.00398406374501992
18	0.00395920299522314
19	0.00351242357226486
20	0.00374531835205993
21	0.00427479597564662
22	0.00381712129010122
23	0.00491069488505497
24	0.00437418796015591
25	0.00441510566248017
