Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
Dar-AJol_001-Ex1-1A-lcwgs-1-1	15.257599999999998	0.94451	1427076584.0	0.465387	93.93575304160564	58.812344412526166
Dar-AJol_002-Ex1-1B-lcwgs-1-1	16.3355	0.955902	1006700527.0	0.435198	95.51313289953987	62.61205700083241
Dar-AJol_003-Ex1-1C-lcwgs-1-1	16.1083	0.954668	769629290.0	0.450752	93.79531174024027	68.24484751484361
Dar-AJol_004-Ex1-1D-lcwgs-1-1	16.253600000000002	0.954493	1769131782.0	0.450028	95.75521549700217	59.88599124125824
Dar-AJol_005-Ex1-1E-lcwgs-1-1	23.5439	0.958324	267587178.0	0.471683	83.08769102614431	64.19435927387785
Dar-AJol_006-Ex1-1F-lcwgs-1-1	16.8289	0.961805	423819063.0	0.441514	94.10861733866476	80.45164673279653
Dar-AJol_007-Ex1-1G-lcwgs-1-1	17.0681	0.958316	679245893.0	0.440502	87.91109963179358	71.37112130905896
Dar-AJol_008-Ex1-1H-lcwgs-1-1	19.7148	0.948735	1237821952.0	0.455	92.77902797181346	43.893513212552506
Dar-AJol_009-Ex1-2A-lcwgs-1-1	15.7112	0.949946	2560222778.0	0.433335	96.83489354188963	46.12772360887409
Dar-AJol_010-Ex1-2B-lcwgs-1-1	14.118500000000001	0.970067	565411435.0	0.388289	97.01329486851316	89.68910703952308
Dar-AJol_011-Ex1-2C-lcwgs-1-1	14.402400000000002	0.968302	310106370.0	0.430411	94.9647947571846	87.19904439563942
Dar-AJol_012-Ex1-2D-lcwgs-1-1	15.8419	0.956591	1516345031.0	0.4449	95.51298447766533	60.40809293188102
Dar-AJol_013-Ex1-2E-lcwgs-1-1	15.2943	0.9607	892332335.0	0.416562	96.7691099736251	71.05643819708312
Dar-AJol_014-Ex1-2F-lcwgs-1-1	15.796299999999999	0.972294	453580775.0	0.381213	96.61345072974652	89.85512968819086
Dar-AJol_015-Ex1-2G-lcwgs-1-1	16.1891	0.968664	206278953.0	0.394063	96.63150093024446	84.99804283768631
Dar-AJol_016-Ex1-2H-lcwgs-1-1	16.4856	0.947764	1334114750.0	0.447652	93.6978469754689	54.82197005322455
Dar-AJol_017-Ex1-3A-lcwgs-1-1	15.4664	0.955341	639351197.0	0.428702	96.25927970016241	69.0755459708616
Dar-AJol_018-Ex1-3B-lcwgs-1-1	15.0222	0.966191	303626429.0	0.396801	94.98438415885111	86.6897278905334
Dar-AJol_019-Ex1-3C-lcwgs-1-1	16.82	0.946248	2574703881.0	0.419523	96.40227308888552	35.362628058992506
Dar-AJol_020-Ex1-3D-lcwgs-1-1	15.494	0.969447	954685782.0	0.398458	93.08552266444781	88.42873872286141
Dar-AJol_021-Ex1-3E-lcwgs-1-1	15.7196	0.973358	332515740.0	0.377777	96.10509654157445	91.27256512171836
Dar-CJol_009-Ex1-3B-lcwgs-1-1	17.546400000000002	0.951969	679644808.0	0.468815	96.71393414396229	41.497149254570054
Dar-CJol_012-Ex1-3D-lcwgs-1-1	17.5837	0.942686	579650710.0	0.510251	93.90104096369281	32.50063267647455
Dar-CJol_019-Ex1-1G-lcwgs-1-1	16.4109	0.950596	693544935.0	0.467995	97.97508080434586	33.57524048145961
Dar-CJol_020-Ex1-4F-lcwgs-1-1	16.4998	0.952461	1168656128.0	0.486848	96.57658561986531	41.69083641010037
Dar-CJol_021-Ex1-6F-lcwgs-1-1	18.0976	0.954095	1255989457.0	0.476068	96.809857017446	44.45840209474355
Dar-CJol_022-Ex1-7C-lcwgs-1-1	14.013100000000001	0.957028	271036048.0	0.491684	96.32400048618108	62.2530572556646
Dar-CJol_023-Ex1-8B-lcwgs-1-1	14.8334	0.958849	217717748.0	0.474433	97.13598863574278	60.95513403167886
Dar-CJol_024-Ex1-7E-lcwgs-1-1	2.7027	0.919956	7482.0	0.502644	82.92682926829268	57.3170731707317
Dar-CJol_025-Ex1-3C-lcwgs-1-1	16.8432	0.954386	597667920.0	0.466246	98.00812174137049	39.28727712725809
Dar-CJol_026-Ex1-8A-lcwgs-1-1	15.051	0.9598	245997908.0	0.483023	97.40348035995294	66.47394992505224
Dar-CJol_028-Ex1-2F-lcwgs-1-1	16.736500000000003	0.955234	1319558489.0	0.464264	94.41492847584821	44.75690968615653
Dar-CJol_029-Ex1-5B-lcwgs-1-1	17.511499999999998	0.957166	703697283.0	0.46144	97.62299886573845	46.43211074378907
Dar-CJol_030-Ex1-8D-lcwgs-1-1	14.5199	0.955672	405467738.0	0.488801	94.3396697697827	56.594746013752776
Dar-CJol_031-Ex1-4H-lcwgs-1-1	16.5007	0.954247	557052769.0	0.478636	97.9149654897677	38.85057673276697
Dar-CJol_032-Ex1-3H-lcwgs-1-1	17.929100000000002	0.948661	495236644.0	0.487915	95.9077581854372	34.92377924840226
Dar-CJol_035-Ex1-8H-lcwgs-1-1	15.426300000000001	0.95754	167991135.0	0.462241	97.6369792122523	49.473464119844564
Dar-CJol_036-Ex1-8C-lcwgs-1-1	14.9265	0.958371	168029489.0	0.46583	96.2496554325591	56.98934445797068
Dar-CJol_037-Ex1-2D-lcwgs-1-1	16.157	0.950756	620178232.0	0.490491	96.64349118278002	41.60722000337625
Dar-CJol_038-Ex1-6A-lcwgs-1-1	19.1851	0.959408	600582302.0	0.455024	98.4717148899356	52.41957448172002
Dar-CJol_039-Ex1-7H-lcwgs-1-1	14.8081	0.956117	269641824.0	0.47843	90.5756730569318	56.69636237393054
Dar-CJol_040-Ex1-1E-lcwgs-1-1	4.44444	0.876878	9515.0	0.486407	91.11111111111111	42.22222222222222
