Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Par-ARag_001-Ex1-6G-lcwgs-2-T.clmp.fp2_r1_screen	3051751	137452.0	4.51	954.0	0.03	0.0	0.0	39.0	0.0	3097.0	0.1	698597.0	22.89	330563.0	10.84	13903.0	0.46	47077.0	1.54	25999.0	0.8500000000000001	9770.0	0.32	8147.0	0.26	2199396	72.07
Par-ARag_001-Ex1-6G-lcwgs-2-T.clmp.fp2_r2_screen	3051751	136551.0	4.47	904.0	0.03	0.0	0.0	66.0	0.0	2925.0	0.09	689848.0	22.61	323622.0	10.61	13493.0	0.44	44493.0	1.46	23330.0	0.76	9632.0	0.32	7901.0	0.25	2207941	72.35
Par-ARag_002-Ex1-6H-lcwgs-2-T.clmp.fp2_r1_screen	3371997	71344.0	2.12	810.0	0.02	0.0	0.0	22.0	0.0	4651.0	0.13	457763.0	13.58	229148.0	6.800000000000001	20138.0	0.6	57907.0	1.72	37387.0	1.1	16587.0	0.49	15928.0	0.45999999999999996	2829105	83.9
Par-ARag_002-Ex1-6H-lcwgs-2-T.clmp.fp2_r2_screen	3371997	71131.0	2.1	809.0	0.02	0.0	0.0	40.0	0.0	4615.0	0.14	454849.0	13.48	227229.0	6.74	19901.0	0.58	57205.0	1.69	36307.0	1.08	16235.0	0.48	15616.0	0.45999999999999996	2832140	83.99
Par-ARag_006-Ex1-7C-lcwgs-2-T.clmp.fp2_r1_screen	2192628	57461.0	2.62	623.0	0.03	0.0	0.0	41.0	0.0	861.0	0.04	601438.0	27.43	238624.0	10.89	6126.0	0.27999999999999997	13874.0	0.63	2937.0	0.13	3351.0	0.15	2858.0	0.13	1512036	68.96
Par-ARag_006-Ex1-7C-lcwgs-2-T.clmp.fp2_r2_screen	2192628	57396.0	2.62	630.0	0.03	0.0	0.0	65.0	0.0	877.0	0.04	595841.0	27.18	235190.0	10.73	6077.0	0.27	13726.0	0.63	2889.0	0.13	3375.0	0.15	2835.0	0.13	1517517	69.21
Par-ARag_007-Ex1-7D-lcwgs-2-T.clmp.fp2_r1_screen	3563534	92103.0	2.59	1104.0	0.03	0.0	0.0	40.0	0.0	2552.0	0.07	650623.0	18.26	296864.0	8.33	14650.0	0.39999999999999997	28779.0	0.81	10932.0	0.30000000000000004	9815.0	0.27	8964.0	0.25	2780981	78.04
Par-ARag_007-Ex1-7D-lcwgs-2-T.clmp.fp2_r2_screen	3563534	91947.0	2.58	1069.0	0.03	0.0	0.0	59.0	0.0	2565.0	0.07	646756.0	18.16	294268.0	8.25	14595.0	0.39999999999999997	28704.0	0.81	10879.0	0.30000000000000004	9718.0	0.26	8830.0	0.25	2785258	78.16
Par-ARag_008-Ex1-7E-lcwgs-2-T.clmp.fp2_r1_screen	1735136	105068.0	6.06	502.0	0.03	0.0	0.0	26.0	0.0	1207.0	0.07	272534.0	15.700000000000001	133034.0	7.66	8104.0	0.47	16619.0	0.96	5405.0	0.31	6131.0	0.34	4707.0	0.27	1345597	77.55
Par-ARag_008-Ex1-7E-lcwgs-2-T.clmp.fp2_r2_screen	1735136	104946.0	6.040000000000001	472.0	0.03	0.0	0.0	35.0	0.0	1236.0	0.07	270654.0	15.600000000000001	131572.0	7.59	8054.0	0.48	16604.0	0.96	5384.0	0.31	6186.0	0.36	4629.0	0.27	1347680	77.67
