Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Goy-APnd_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	482283.0	0.0	33-150	40.0	94.45662980512054	97.90588098688944	pass	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass
Goy-APnd_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	482283.0	0.0	33-150	40.0	94.69573069087726	100.22659102643054	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Goy-APnd_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1371124.0	0.0	33-150	39.0	96.97611667860491	104.07685446392887	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1371124.0	0.0	33-150	39.0	96.94733107696582	106.87163524232673	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2200346.0	0.0	33-150	40.0	96.10155284745856	102.31187231462688	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2200346.0	0.0	33-150	40.0	96.20540786582083	105.0413175927786	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1837366.0	0.0	33-150	41.0	97.61873901705589	89.84045475969404	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1837366.0	0.0	33-150	41.0	97.62703856536696	91.70415039790657	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	819757.0	0.0	33-150	39.0	94.95716874216866	112.04271753702622	pass	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass
Goy-APnd_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	819757.0	0.0	33-150	39.0	95.01065025171728	115.80147897486694	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Goy-APnd_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1340911.0	0.0	33-150	40.0	97.4067607687385	86.82041537432387	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1340911.0	0.0	33-150	40.0	97.43662832803749	88.39876919497267	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1152085.0	0.0	33-150	41.0	97.94630607920358	83.11142493826411	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1152085.0	0.0	33-150	41.0	97.90419811542976	84.52237031121835	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	481243.0	0.0	33-150	42.0	98.23368426415338	82.0149571006747	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	481243.0	0.0	33-150	42.0	98.20439633290503	83.31186531544355	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	375652.0	0.0	33-150	39.0	97.92874749241045	92.90838861499473	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	375652.0	0.0	33-150	39.0	97.88550481780999	94.73292568653967	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1590877.0	0.0	33-150	41.0	98.4358344686362	83.29058689012413	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1590877.0	0.0	33-150	41.0	98.33286676000643	84.55720838254624	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_011-Ex1-2C-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_011-Ex1-2C-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1472565.0	0.0	33-150	41.0	97.81105507982313	87.44306159660185	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_011-Ex1-2C-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_011-Ex1-2C-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1472565.0	0.0	33-150	41.0	97.80860930849481	89.07265485734077	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_012-Ex1-2D-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_012-Ex1-2D-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1720661.0	0.0	33-150	41.0	98.43628342184208	87.15546932254523	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_012-Ex1-2D-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_012-Ex1-2D-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1720661.0	0.0	33-150	41.0	98.33545499494477	88.723436516548	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_013-Ex1-2E-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_013-Ex1-2E-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	493925.0	0.0	33-150	41.0	98.16344941963881	78.50001720909044	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_013-Ex1-2E-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_013-Ex1-2E-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	493925.0	0.0	33-150	41.0	98.18532029958101	79.42746368375765	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_014-Ex1-2F-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_014-Ex1-2F-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1756706.0	0.0	33-150	42.0	97.99301250093671	81.0749624581461	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Goy-APnd_014-Ex1-2F-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_014-Ex1-2F-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1756706.0	0.0	33-150	42.0	97.89525775811458	82.2689129541312	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Goy-APnd_015-Ex1-2G-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_015-Ex1-2G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1395488.0	0.0	33-150	41.0	98.4812504961579	79.27647174321814	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_015-Ex1-2G-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_015-Ex1-2G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1395488.0	0.0	33-150	41.0	98.41395789561489	80.36988136049898	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_016-Ex1-2H-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_016-Ex1-2H-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1505280.0	0.0	33-150	43.0	98.60525622001317	76.20706645939626	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_016-Ex1-2H-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_016-Ex1-2H-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1505280.0	0.0	33-150	43.0	98.54630832643217	77.11191472682823	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_017-Ex1-3A-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_017-Ex1-3A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	761525.0	0.0	33-150	40.0	97.07098914088863	93.8483253996914	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_017-Ex1-3A-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_017-Ex1-3A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	761525.0	0.0	33-150	40.0	97.03935462885707	95.72426906536226	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_018-Ex1-3B-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_018-Ex1-3B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	513710.0	0.0	33-150	39.0	96.9401631834071	102.4005742539565	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_018-Ex1-3B-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_018-Ex1-3B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	513710.0	0.0	33-150	39.0	96.92537175408816	104.83729341457243	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_019-Ex1-3C-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_019-Ex1-3C-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1757755.0	0.0	33-150	41.0	96.72566441118919	98.00873557463925	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_019-Ex1-3C-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_019-Ex1-3C-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1757755.0	0.0	33-150	41.0	96.67325258141315	100.31430773913316	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_020-Ex1-3D-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_020-Ex1-3D-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1791492.0	0.0	33-150	40.0	97.89457429300964	99.13693893134884	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_020-Ex1-3D-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_020-Ex1-3D-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1791492.0	0.0	33-150	40.0	97.78046583518243	101.41274591234568	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_021-Ex1-3E-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_021-Ex1-3E-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1846597.0	0.0	33-150	41.0	98.22120941986469	88.95457211291907	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_021-Ex1-3E-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_021-Ex1-3E-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1846597.0	0.0	33-150	41.0	98.15616895283983	90.5674952358311	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_022-Ex1-3F-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_022-Ex1-3F-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2582377.0	0.0	33-150	42.0	98.13161639443646	88.14809146766719	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_022-Ex1-3F-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_022-Ex1-3F-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2582377.0	0.0	33-150	42.0	98.08320737858062	89.79564138001538	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_023-Ex1-3G-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_023-Ex1-3G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1521724.0	0.0	33-150	40.0	97.84999912067605	85.13722790729462	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_023-Ex1-3G-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_023-Ex1-3G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1521724.0	0.0	33-150	40.0	97.7606415345128	86.61818831798671	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_024-Ex1-3H-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_024-Ex1-3H-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2355909.0	0.0	33-150	41.0	98.43946318713432	85.11854999492765	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_024-Ex1-3H-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_024-Ex1-3H-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2355909.0	0.0	33-150	41.0	98.36974611839265	86.49452249641222	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Goy-APnd_025-Ex1-4A-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_025-Ex1-4A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	722117.0	0.0	33-150	42.0	94.63676064830557	107.1804444432135	pass	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass
Goy-APnd_025-Ex1-4A-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_025-Ex1-4A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	722117.0	0.0	33-150	42.0	94.66546829299351	110.2688207035702	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Goy-APnd_026-Ex1-4B-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_026-Ex1-4B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	447057.0	0.0	33-150	40.0	96.37993528017242	113.42529699792196	pass	pass	warn	pass	fail	pass	pass	warn	pass	pass	pass
Goy-APnd_026-Ex1-4B-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_026-Ex1-4B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	447057.0	0.0	33-150	40.0	96.30892194060175	117.03842463041626	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
Goy-APnd_027-Ex1-4C-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_027-Ex1-4C-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1757471.0	0.0	33-150	41.0	98.42495723035783	90.2874556678318	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_027-Ex1-4C-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_027-Ex1-4C-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1757471.0	0.0	33-150	41.0	98.36558987138673	91.79805527374278	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_028-Ex1-4D-lcwgs-1-T.clmp.fp2_repr.R1	Goy-APnd_028-Ex1-4D-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2171229.0	0.0	33-150	41.0	96.25760360145043	113.88085181249882	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Goy-APnd_028-Ex1-4D-lcwgs-1-T.clmp.fp2_repr.R2	Goy-APnd_028-Ex1-4D-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2171229.0	0.0	33-150	41.0	96.20391292639748	117.54592997790652	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
