pos	3pG>A
1	0.0154639175257732
2	0.0162678520760428
3	0.0133174136664217
4	0.0135824238669399
5	0.0119561607439389
6	0.0118459546304734
7	0.0101209810290449
8	0.0129421518054532
9	0.0112461715160796
10	0.0107331097268807
11	0.0114355920990455
12	0.00872327312378514
13	0.0108802701308446
14	0.0112397168547924
15	0.0113829586245985
16	0.0107775939494209
17	0.0104156803333018
18	0.00938856387997735
19	0.00999575651845915
20	0.00938878088102802
21	0.00963718820861678
22	0.0079586906059027
23	0.0101802958945816
24	0.00857837296859362
25	0.00986623659994308
