Sequence_Name	Extraction_ID
SfA01001	Sfa-ABas_001_Ex1
SfA01013	Sfa-ABas_013_Ex1
SfA01025	Sfa-ABas_025_Ex1
SfA01002	Sfa-ABas_002_Ex1
SfA01014	Sfa-ABas_014_Ex1
SfA01026	Sfa-ABas_026_Ex1
SfA01003	Sfa-ABas_003_Ex1
SfA01027	Sfa-ABas_027_Ex1
SfA01004	Sfa-ABas_004_Ex1
SfA01016	Sfa-ABas_016_Ex1
SfA01028	Sfa-ABas_028_Ex1
SfA01005	Sfa-ABas_005_Ex1
SfA01017	Sfa-ABas_017_Ex1
SfA01029	Sfa-ABas_029_Ex1
SfA01006	Sfa-ABas_006_Ex1
SfA01018	Sfa-ABas_018_Ex1
SfA01030	Sfa-ABas_030_Ex1
SfA01007	Sfa-ABas_007_Ex1
SfA01019	Sfa-ABas_019_Ex1
SfA01031	Sfa-ABas_031_Ex1
SfA01008	Sfa-ABas_008_Ex1
SfA01020	Sfa-ABas_020_Ex1
SfA01032	Sfa-ABas_032_Ex1
SfA01009	Sfa-ABas_009_Ex1
SfA01021	Sfa-ABas_021_Ex1
SfA01033	Sfa-ABas_033_Ex1
SfA01010	Sfa-ABas_010_Ex1
SfA01022	Sfa-ABas_022_Ex1
SfA01034	Sfa-ABas_034_Ex1
SfA01023	Sfa-ABas_023_Ex1
SfA01035	Sfa-ABas_035_Ex1
SfA01024	Sfa-ABas_024_Ex1
SfC01088	Sfa-CBas_088_Ex1
SfC01066	Sfa-CBas_066_Ex1
SfC01061	Sfa-CBas_061_Ex1
SfC01017	Sfa-CBas_017_Ex1
SfC01033	Sfa-CBas_033_Ex1
SfC01078	Sfa-CBas_078_Ex1
SfC01003	Sfa-CBas_003_Ex1
SfC01067	Sfa-CBas_067_Ex1
SfC01002	Sfa-CBas_002_Ex1
SfC01076	Sfa-CBas_076_Ex1
SfC01084	Sfa-CBas_084_Ex1
SfC01036	Sfa-CBas_036_Ex1
SfC01048	Sfa-CBas_048_Ex1
SfC01086	Sfa-CBas_086_Ex1
SfC01023	Sfa-CBas_023_Ex1
SfC01008	Sfa-CBas_008_Ex1
SfC01019	Sfa-CBas_019_Ex1
SfC01091	Sfa-CBas_091_Ex1
SfC01027	Sfa-CBas_027_Ex1
SfC01001	Sfa-CBas_001_Ex1
SfC01029	Sfa-CBas_029_Ex1
SfC01041	Sfa-CBas_041_Ex1
SfC01010	Sfa-CBas_010_Ex1
SfC01026	Sfa-CBas_026_Ex1
SfC01009	Sfa-CBas_009_Ex1
SfC01043	Sfa-CBas_043_Ex1
SfC01062	Sfa-CBas_062_Ex1
SfC01020	Sfa-CBas_020_Ex1
SfC01042	Sfa-CBas_042_Ex1
SfC01015	Sfa-CBas_015_Ex1
SfC01007	Sfa-CBas_007_Ex1
SfC01032	Sfa-CBas_032_Ex1
SfC01031	Sfa-CBas_031_Ex1
SfC01016	Sfa-CBas_016_Ex1
SfC01059	Sfa-CBas_059_Ex1
SfC01030	Sfa-CBas_030_Ex1
SfC01014	Sfa-CBas_014_Ex1
SfC01021	Sfa-CBas_021_Ex1
SfC01028	Sfa-CBas_028_Ex1
SfC01056	Sfa-CBas_056_Ex1
SfC01025	Sfa-CBas_025_Ex1
SfC01044	Sfa-CBas_044_Ex1
SfC01073	Sfa-CBas_073_Ex1
SfC01039	Sfa-CBas_039_Ex1
SfC01046	Sfa-CBas_046_Ex1
SfC01092	Sfa-CBas_092_Ex1
SfC01006	Sfa-CBas_006_Ex1
SfC01090	Sfa-CBas_090_Ex1
SfC01096	Sfa-CBas_096_Ex1
