#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4795085	4501736	93.87	4563	0.10	1436	0.03	16626	0.35	270724	5.65
Ecoli	4795085	4795082	100.00	0	0.00	0	0.00	1	0.00	2	0.00
PhiX	4795085	4795085	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4795085	4794827	99.99	0	0.00	0	0.00	3	0.00	255	0.01
Vectors	4795085	4694612	97.90	13	0.00	6	0.00	1850	0.04	98604	2.06
Bacteria_24k	4795085	4596996	95.87	1713	0.04	2749	0.06	11669	0.24	181958	3.79
Protists_1k	4795085	4446495	92.73	16401	0.34	29151	0.61	8259	0.17	294779	6.15
Viruses	4795085	4593853	95.81	166	0.00	53	0.00	9125	0.19	191888	4.00
Fungi_RefSeq_release	4795085	4508834	94.03	2800	0.06	965	0.02	18171	0.38	264315	5.51
Coral	4795085	4578623	95.48	1427	0.03	1466	0.03	16108	0.34	197461	4.12
Bird	4795085	4555790	95.01	1849	0.04	420	0.01	18403	0.38	218623	4.56
Plant	4795085	4557518	95.05	752	0.02	182	0.00	13916	0.29	222717	4.64

%Hit_no_genomes: 92.08
