#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	531079	506673	95.40	437	0.08	100	0.02	1363	0.26	22506	4.24
Ecoli	531079	531057	100.00	0	0.00	0	0.00	4	0.00	18	0.00
PhiX	531079	531079	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	531079	530838	99.96	0	0.00	0	0.00	5	0.00	236	0.04
Vectors	531079	527979	99.41	0	0.00	4	0.00	29	0.01	3067	0.58
Bacteria_24k	531079	501519	94.43	3769	0.71	5091	0.96	1168	0.22	19532	3.68
Protists_1k	531079	497694	93.71	1786	0.34	2474	0.47	2388	0.45	26737	5.03
Viruses	531079	513872	96.76	16	0.00	6	0.00	843	0.16	16342	3.08
Fungi_RefSeq_release	531079	506717	95.42	301	0.06	63	0.01	1564	0.29	22434	4.22
Coral	531079	512955	96.58	85	0.02	81	0.02	1213	0.23	16745	3.15
Bird	531079	511412	96.29	156	0.03	35	0.01	1605	0.30	17871	3.37
Plant	531079	511349	96.28	40	0.01	9	0.00	1066	0.20	18615	3.51

%Hit_no_genomes: 91.72
