#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	684453	637227	93.09	672	0.10	192	0.03	2788	0.41	43574	6.37
Ecoli	684453	684452	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	684453	684453	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	684453	684383	99.99	0	0.00	0	0.00	0	0.00	70	0.01
Vectors	684453	668317	97.64	3	0.00	0	0.00	318	0.05	15815	2.31
Bacteria_24k	684453	652848	95.38	287	0.04	408	0.06	1987	0.29	28923	4.23
Protists_1k	684453	628306	91.79	2583	0.38	4772	0.70	1307	0.19	47485	6.94
Viruses	684453	652231	95.29	25	0.00	12	0.00	1483	0.22	30702	4.49
Fungi_RefSeq_release	684453	638447	93.27	454	0.07	117	0.02	2917	0.43	42518	6.21
Coral	684453	649614	94.90	201	0.03	184	0.03	2578	0.38	31876	4.66
Bird	684453	645861	94.36	315	0.05	75	0.01	2940	0.43	35262	5.15
Plant	684453	646001	94.37	117	0.02	39	0.01	2307	0.34	35989	5.26

%Hit_no_genomes: 91.08
