#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	163792	153131	93.49	168	0.10	42	0.03	565	0.34	9886	6.04
Ecoli	163792	163790	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	163792	163792	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	163792	163778	99.99	0	0.00	0	0.00	0	0.00	14	0.01
Vectors	163792	159751	97.53	0	0.00	0	0.00	66	0.04	3975	2.43
Bacteria_24k	163792	156498	95.55	54	0.03	93	0.06	363	0.22	6784	4.14
Protists_1k	163792	151397	92.44	505	0.31	953	0.58	286	0.17	10651	6.50
Viruses	163792	156240	95.39	3	0.00	2	0.00	357	0.22	7190	4.39
Fungi_RefSeq_release	163792	153399	93.65	91	0.06	33	0.02	652	0.40	9617	5.87
Coral	163792	155781	95.11	52	0.03	38	0.02	568	0.35	7353	4.49
Bird	163792	154953	94.60	84	0.05	13	0.01	603	0.37	8139	4.97
Plant	163792	155076	94.68	20	0.01	9	0.01	495	0.30	8192	5.00

%Hit_no_genomes: 91.75
