#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5154454	4825899	93.63	5090	0.10	1653	0.03	19226	0.37	302586	5.87
Ecoli	5154454	5154451	100.00	0	0.00	0	0.00	2	0.00	1	0.00
PhiX	5154454	5154454	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5154454	5154434	100.00	0	0.00	0	0.00	0	0.00	20	0.00
Vectors	5154454	5042339	97.83	17	0.00	0	0.00	2078	0.04	110020	2.13
Bacteria_24k	5154454	4935904	95.76	1624	0.03	2648	0.05	12984	0.25	201294	3.91
Protists_1k	5154454	4764770	92.43	18831	0.37	32519	0.63	9214	0.18	329120	6.39
Viruses	5154454	4931184	95.68	158	0.00	54	0.00	10470	0.20	212588	4.12
Fungi_RefSeq_release	5154454	4834658	93.80	3297	0.06	1041	0.02	20302	0.39	295156	5.73
Coral	5154454	4913238	95.32	1525	0.03	1411	0.03	18296	0.35	219984	4.27
Bird	5154454	4886439	94.80	2162	0.04	512	0.01	21121	0.41	244220	4.74
Plant	5154454	4889382	94.86	864	0.02	204	0.00	15974	0.31	248030	4.81

%Hit_no_genomes: 91.77
