#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2367299	2222403	93.89	2226	0.09	755	0.03	8335	0.35	133580	5.64
Ecoli	2367299	2367295	100.00	0	0.00	0	0.00	2	0.00	2	0.00
PhiX	2367299	2367299	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2367299	2367267	100.00	0	0.00	0	0.00	1	0.00	31	0.00
Vectors	2367299	2317390	97.89	13	0.00	1	0.00	936	0.04	48959	2.07
Bacteria_24k	2367299	2267315	95.78	1177	0.05	2304	0.10	5958	0.25	90545	3.82
Protists_1k	2367299	2193750	92.66	8666	0.37	14568	0.62	4809	0.20	145506	6.15
Viruses	2367299	2267984	95.81	114	0.00	29	0.00	4707	0.20	94465	3.99
Fungi_RefSeq_release	2367299	2226202	94.04	1464	0.06	429	0.02	9060	0.38	130144	5.50
Coral	2367299	2259843	95.46	702	0.03	629	0.03	7841	0.33	98284	4.15
Bird	2367299	2248569	94.98	918	0.04	222	0.01	9453	0.40	108137	4.57
Plant	2367299	2250017	95.06	354	0.01	98	0.00	7157	0.30	109673	4.63

%Hit_no_genomes: 91.94
