#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	220753	201759	91.39	283	0.13	57	0.03	876	0.40	17778	8.05
Ecoli	220753	220749	100.00	0	0.00	0	0.00	1	0.00	3	0.00
PhiX	220753	220753	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	220753	220718	99.99	0	0.00	0	0.00	2	0.00	33	0.01
Vectors	220753	215069	97.43	0	0.00	0	0.00	66	0.03	5618	2.54
Bacteria_24k	220753	204232	92.51	610	0.28	802	0.36	634	0.29	14475	6.56
Protists_1k	220753	198291	89.82	1016	0.46	1415	0.64	615	0.28	19416	8.80
Viruses	220753	206427	93.52	11	0.00	4	0.00	483	0.22	13828	6.26
Fungi_RefSeq_release	220753	202045	91.53	196	0.09	31	0.01	1034	0.47	17447	7.90
Coral	220753	205266	92.98	43	0.02	26	0.01	811	0.37	14607	6.62
Bird	220753	204194	92.50	110	0.05	25	0.01	975	0.44	15449	7.00
Plant	220753	204709	92.73	35	0.02	1	0.00	727	0.33	15281	6.92

%Hit_no_genomes: 88.64
