#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3830	2912	76.04	2	0.05	3	0.08	9	0.23	904	23.60
Ecoli	3830	3830	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	3830	3830	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3830	3830	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	3830	3375	88.12	0	0.00	0	0.00	2	0.05	453	11.83
Bacteria_24k	3830	3031	79.14	4	0.10	16	0.42	14	0.37	765	19.97
Protists_1k	3830	2858	74.62	14	0.37	28	0.73	4	0.10	926	24.18
Viruses	3830	3017	78.77	0	0.00	0	0.00	24	0.63	789	20.60
Fungi_RefSeq_release	3830	2909	75.95	1	0.03	0	0.00	16	0.42	904	23.60
Coral	3830	3013	78.66	1	0.03	1	0.03	25	0.65	790	20.63
Bird	3830	2979	77.78	1	0.03	0	0.00	25	0.65	825	21.54
Plant	3830	2961	77.31	0	0.00	0	0.00	23	0.60	846	22.09

%Hit_no_genomes: 73.52
