#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	460	404	87.83	0	0.00	0	0.00	4	0.87	52	11.30
Ecoli	460	460	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	460	460	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	460	459	99.78	0	0.00	0	0.00	0	0.00	1	0.22
Vectors	460	448	97.39	0	0.00	0	0.00	0	0.00	12	2.61
Bacteria_24k	460	397	86.30	11	2.39	4	0.87	1	0.22	47	10.22
Protists_1k	460	394	85.65	0	0.00	1	0.22	3	0.65	62	13.48
Viruses	460	418	90.87	0	0.00	0	0.00	1	0.22	41	8.91
Fungi_RefSeq_release	460	401	87.18	2	0.43	0	0.00	1	0.22	56	12.17
Coral	460	416	90.43	0	0.00	0	0.00	1	0.22	43	9.35
Bird	460	414	90.00	0	0.00	0	0.00	2	0.43	44	9.57
Plant	460	413	89.78	0	0.00	0	0.00	0	0.00	47	10.22

%Hit_no_genomes: 81.96
