#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	244674	212948	87.03	259	0.11	74	0.03	725	0.30	30668	12.53
Ecoli	244674	244670	100.00	0	0.00	0	0.00	2	0.00	2	0.00
PhiX	244674	244674	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	244674	244331	99.86	0	0.00	0	0.00	24	0.01	319	0.13
Vectors	244674	241320	98.63	21	0.01	0	0.00	48	0.02	3285	1.34
Bacteria_24k	244674	216535	88.50	323	0.13	670	0.27	701	0.29	26445	10.81
Protists_1k	244674	209870	85.78	566	0.23	1284	0.52	267	0.11	32687	13.36
Viruses	244674	217877	89.06	6	0.00	3	0.00	721	0.29	26067	10.65
Fungi_RefSeq_release	244674	212625	86.91	96	0.04	33	0.01	795	0.32	31125	12.72
Coral	244674	217491	88.90	50	0.02	58	0.02	867	0.35	26208	10.71
Bird	244674	216717	88.58	25	0.01	6	0.00	1077	0.44	26849	10.97
Plant	244674	215555	88.10	10	0.00	2	0.00	708	0.29	28399	11.61

%Hit_no_genomes: 85.06
