#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2008	1442	71.81	4	0.20	1	0.05	5	0.25	556	27.69
Ecoli	2008	2008	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	2008	2008	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2008	2008	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	2008	1675	83.42	0	0.00	0	0.00	0	0.00	333	16.58
Bacteria_24k	2008	1507	75.05	2	0.10	2	0.10	14	0.70	483	24.05
Protists_1k	2008	1414	70.41	7	0.35	10	0.50	6	0.30	571	28.44
Viruses	2008	1506	75.00	0	0.00	0	0.00	4	0.20	498	24.80
Fungi_RefSeq_release	2008	1443	71.86	3	0.15	0	0.00	13	0.65	549	27.34
Coral	2008	1502	74.80	0	0.00	1	0.05	14	0.70	491	24.45
Bird	2008	1478	73.60	1	0.05	0	0.00	14	0.70	515	25.65
Plant	2008	1471	73.26	2	0.10	0	0.00	7	0.35	528	26.29

%Hit_no_genomes: 69.47
