#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1870	1313	70.22	4	0.21	1	0.05	6	0.32	546	29.20
Ecoli	1870	1870	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	1870	1870	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1870	1870	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	1870	1537	82.19	0	0.00	0	0.00	0	0.00	333	17.81
Bacteria_24k	1870	1379	73.75	1	0.05	2	0.11	10	0.53	478	25.56
Protists_1k	1870	1287	68.83	9	0.48	10	0.53	4	0.21	560	29.95
Viruses	1870	1373	73.42	0	0.00	0	0.00	3	0.16	494	26.42
Fungi_RefSeq_release	1870	1312	70.16	3	0.16	0	0.00	14	0.75	541	28.93
Coral	1870	1371	73.32	1	0.05	1	0.05	13	0.70	484	25.88
Bird	1870	1349	72.14	1	0.05	0	0.00	12	0.64	508	27.17
Plant	1870	1339	71.61	2	0.11	0	0.00	7	0.37	522	27.91

%Hit_no_genomes: 67.81
