#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	384479	344232	89.54	338	0.09	90	0.02	1353	0.35	38466	10.00
Ecoli	384479	384475	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	384479	384479	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	384479	384431	99.99	0	0.00	0	0.00	0	0.00	48	0.01
Vectors	384479	377198	98.11	0	0.00	1	0.00	54	0.01	7226	1.88
Bacteria_24k	384479	350411	91.14	425	0.11	922	0.24	1011	0.26	31710	8.25
Protists_1k	384479	339402	88.28	1292	0.34	2160	0.56	662	0.17	40963	10.65
Viruses	384479	352397	91.66	20	0.01	17	0.00	888	0.23	31157	8.10
Fungi_RefSeq_release	384479	344499	89.61	241	0.06	53	0.01	1574	0.41	38112	9.91
Coral	384479	350773	91.24	56	0.01	54	0.01	1372	0.36	32224	8.38
Bird	384479	348947	90.77	116	0.03	50	0.01	1748	0.45	33618	8.74
Plant	384479	348772	90.71	44	0.01	5	0.00	1184	0.31	34474	8.97

%Hit_no_genomes: 87.53
