#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1163181	1110729	95.49	2223	0.19	569	0.05	3175	0.27	46485	4.00
Ecoli	1163181	1162941	99.98	0	0.00	0	0.00	45	0.00	195	0.02
PhiX	1163181	1163181	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1163181	1162690	99.96	0	0.00	0	0.00	24	0.00	467	0.04
Vectors	1163181	1151994	99.04	1	0.00	0	0.00	239	0.02	10947	0.94
Bacteria_24k	1163181	939122	80.74	60508	5.20	70116	6.03	7842	0.67	85593	7.36
Protists_1k	1163181	1035529	89.02	9961	0.86	6752	0.58	33242	2.86	77697	6.68
Viruses	1163181	1128337	97.01	54	0.00	16	0.00	1850	0.16	32924	2.83
Fungi_RefSeq_release	1163181	1112486	95.64	735	0.06	110	0.01	4517	0.39	45333	3.90
Coral	1163181	1125262	96.73	127	0.01	80	0.01	2864	0.25	34848	3.00
Bird	1163181	1121442	96.41	339	0.03	97	0.01	3447	0.30	37856	3.25
Plant	1163181	1123345	96.58	122	0.01	16	0.00	2369	0.20	37329	3.21

%Hit_no_genomes: 77.28
