#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	406223	392482	96.61	276	0.07	124	0.03	646	0.16	12695	3.13
Ecoli	406223	406138	99.98	0	0.00	0	0.00	2	0.00	83	0.02
PhiX	406223	406223	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	406223	406219	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	406223	402358	99.05	0	0.00	0	0.00	28	0.01	3837	0.94
Bacteria_24k	406223	386304	95.09	1949	0.48	5353	1.32	721	0.18	11896	2.93
Protists_1k	406223	385770	94.97	1067	0.26	1812	0.45	2008	0.49	15566	3.83
Viruses	406223	396631	97.65	13	0.00	18	0.00	571	0.14	8990	2.21
Fungi_RefSeq_release	406223	392908	96.72	184	0.05	78	0.02	867	0.21	12186	3.00
Coral	406223	397004	97.72	21	0.01	5	0.00	598	0.15	8595	2.12
Bird	406223	394873	97.21	165	0.04	12	0.00	1138	0.28	10035	2.47
Plant	406223	396299	97.56	29	0.01	11	0.00	572	0.14	9312	2.29

%Hit_no_genomes: 92.86
