#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	31446	30321	96.42	65	0.21	16	0.05	78	0.25	966	3.07
Ecoli	31446	31445	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	31446	31446	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	31446	31445	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	31446	31187	99.18	1	0.00	0	0.00	3	0.01	255	0.81
Bacteria_24k	31446	29251	93.02	494	1.57	591	1.88	79	0.25	1031	3.28
Protists_1k	31446	29431	93.58	172	0.55	179	0.57	313	1.00	1351	4.30
Viruses	31446	30801	97.95	4	0.01	0	0.00	53	0.17	588	1.87
Fungi_RefSeq_release	31446	30443	96.81	16	0.05	3	0.01	97	0.31	887	2.82
Coral	31446	30836	98.07	4	0.01	0	0.00	64	0.20	542	1.72
Bird	31446	30640	97.43	25	0.08	2	0.01	84	0.27	695	2.21
Plant	31446	30716	97.68	3	0.01	0	0.00	66	0.21	661	2.10

%Hit_no_genomes: 89.59
