#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	892152	861075	96.52	570	0.06	232	0.03	1546	0.17	28729	3.22
Ecoli	892152	892140	100.00	0	0.00	0	0.00	3	0.00	9	0.00
PhiX	892152	892152	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	892152	892138	100.00	0	0.00	0	0.00	0	0.00	14	0.00
Vectors	892152	883200	99.00	0	0.00	0	0.00	40	0.00	8912	1.00
Bacteria_24k	892152	858438	96.21	2635	0.30	5145	0.58	1528	0.17	24406	2.74
Protists_1k	892152	848959	95.16	2424	0.27	4080	0.46	2676	0.30	34013	3.81
Viruses	892152	870264	97.55	26	0.00	4	0.00	1214	0.14	20644	2.31
Fungi_RefSeq_release	892152	861504	96.56	408	0.05	159	0.02	1823	0.20	28258	3.17
Coral	892152	870153	97.53	50	0.01	15	0.00	1448	0.16	20486	2.30
Bird	892152	865833	97.04	241	0.03	45	0.01	2257	0.25	23776	2.67
Plant	892152	868464	97.34	61	0.01	19	0.00	1340	0.15	22268	2.50

%Hit_no_genomes: 94.01
