#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	172154	159825	92.84	201	0.12	53	0.03	673	0.39	11402	6.62
Ecoli	172154	172154	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	172154	172154	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	172154	172152	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	172154	170470	99.02	0	0.00	0	0.00	37	0.02	1647	0.96
Bacteria_24k	172154	164480	95.55	278	0.16	335	0.19	552	0.32	6509	3.78
Protists_1k	172154	155947	90.58	785	0.46	1829	1.06	380	0.22	13213	7.68
Viruses	172154	164804	95.74	10	0.01	8	0.00	628	0.36	6704	3.89
Fungi_RefSeq_release	172154	160361	93.15	146	0.08	59	0.03	819	0.48	10769	6.26
Coral	172154	165359	96.06	10	0.01	8	0.00	762	0.44	6015	3.49
Bird	172154	162592	94.44	138	0.08	48	0.03	1205	0.70	8171	4.75
Plant	172154	163331	94.88	35	0.02	7	0.00	665	0.39	8116	4.71

%Hit_no_genomes: 89.66
