#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	86662	82346	95.02	120	0.14	43	0.05	321	0.37	3832	4.42
Ecoli	86662	86662	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	86662	86662	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	86662	86661	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	86662	85918	99.14	1	0.00	0	0.00	13	0.02	730	0.84
Bacteria_24k	86662	84102	97.05	79	0.09	80	0.09	226	0.26	2175	2.51
Protists_1k	86662	80910	93.36	376	0.43	727	0.84	154	0.18	4495	5.19
Viruses	86662	84213	97.18	4	0.00	1	0.00	201	0.23	2243	2.59
Fungi_RefSeq_release	86662	82557	95.26	75	0.09	21	0.02	356	0.41	3653	4.22
Coral	86662	84219	97.18	6	0.01	3	0.00	286	0.33	2148	2.48
Bird	86662	83451	96.30	54	0.06	9	0.01	407	0.47	2741	3.16
Plant	86662	83657	96.53	14	0.02	6	0.01	272	0.31	2713	3.13

%Hit_no_genomes: 92.58
