#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	105206	99853	94.91	178	0.17	45	0.04	369	0.35	4761	4.53
Ecoli	105206	105205	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	105206	105206	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	105206	105205	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	105206	104336	99.17	0	0.00	0	0.00	16	0.02	854	0.81
Bacteria_24k	105206	101513	96.49	255	0.24	343	0.33	255	0.24	2840	2.70
Protists_1k	105206	97864	93.02	439	0.42	949	0.90	275	0.26	5679	5.40
Viruses	105206	102160	97.10	12	0.01	1	0.00	280	0.27	2753	2.62
Fungi_RefSeq_release	105206	100227	95.27	71	0.07	22	0.02	425	0.40	4461	4.24
Coral	105206	102355	97.29	10	0.01	0	0.00	340	0.32	2501	2.38
Bird	105206	101247	96.23	80	0.08	19	0.02	555	0.53	3305	3.14
Plant	105206	101566	96.54	19	0.02	5	0.00	304	0.29	3312	3.15

%Hit_no_genomes: 91.86
