#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	224150	214008	95.47	221	0.10	82	0.04	535	0.24	9304	4.15
Ecoli	224150	224142	100.00	0	0.00	0	0.00	2	0.00	6	0.00
PhiX	224150	224150	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	224150	224148	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	224150	222297	99.17	0	0.00	0	0.00	36	0.02	1817	0.81
Bacteria_24k	224150	213869	95.40	664	0.30	1494	0.67	489	0.22	7634	3.41
Protists_1k	224150	210227	93.78	729	0.33	1368	0.61	804	0.36	11022	4.92
Viruses	224150	217245	96.92	13	0.01	1	0.00	436	0.19	6455	2.88
Fungi_RefSeq_release	224150	214173	95.55	135	0.06	83	0.04	628	0.28	9131	4.07
Coral	224150	217250	96.92	14	0.01	4	0.00	461	0.21	6421	2.86
Bird	224150	215875	96.31	91	0.04	12	0.01	767	0.34	7405	3.30
Plant	224150	217254	96.92	22	0.01	7	0.00	460	0.21	6407	2.86

%Hit_no_genomes: 92.43
