# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	131	494
+	99	469
+	168	224
+	181	180
+	143	401
+	77	144
+	82	201
+	126	558
+	116	612
+	152	341
+	104	555
+	178	198
+	89	281
+	81	173
+	172	200
+	124	509
+	100	499
+	109	610
+	228	47
+	98	452
+	164	266
+	95	452
+	158	310
+	103	565
+	120	554
+	92	341
+	84	200
+	85	204
+	139	463
+	212	68
+	235	39
+	67	143
+	121	536
+	40	47
+	111	622
+	140	439
+	175	214
+	65	154
+	210	77
+	117	552
+	188	150
+	123	557
+	134	447
+	50	92
+	119	575
+	153	296
+	157	314
+	176	214
+	150	370
+	135	441
+	49	71
+	136	477
+	173	205
+	162	271
+	137	438
+	112	573
+	122	539
+	118	529
+	144	391
+	184	146
+	156	308
+	154	305
+	216	56
+	147	383
+	142	392
+	115	574
+	170	237
+	146	381
+	148	373
+	233	36
+	151	327
+	149	337
+	108	576
+	105	585
+	182	154
+	114	570
+	159	314
+	130	534
+	125	510
+	167	259
+	183	146
+	177	204
+	179	196
+	128	472
+	80	182
+	51	109
+	110	609
+	191	136
+	57	114
+	55	107
+	133	525
+	219	55
+	163	306
+	205	95
+	127	513
+	56	105
+	277	7
+	64	146
+	107	548
+	132	459
+	53	110
+	41	43
+	94	362
+	195	96
+	155	349
+	43	51
+	215	64
+	180	191
+	93	353
+	206	72
+	171	217
+	129	531
+	141	434
+	70	158
+	145	416
+	166	270
+	61	124
+	101	505
+	207	89
+	200	82
+	113	601
+	83	208
+	231	42
+	226	39
+	189	140
+	165	237
+	60	134
+	243	26
+	90	268
+	160	290
+	62	140
+	278	5
+	161	285
+	47	69
+	74	153
+	106	572
+	193	124
+	36	18
+	229	46
+	102	544
+	96	413
+	208	74
+	59	125
+	220	46
+	71	152
+	75	166
+	273	14
+	87	215
+	86	220
+	138	464
+	202	82
+	196	99
+	72	170
+	211	65
+	79	170
+	203	85
+	238	29
+	186	119
+	44	65
+	198	103
+	42	45
+	213	67
+	236	26
+	260	14
+	39	30
+	97	443
+	234	38
+	66	170
+	78	183
+	218	60
+	194	114
+	257	13
+	76	174
+	230	37
+	45	58
