pos	3pG>A
1	0.0389587495592902
2	0.0702318659689885
3	0.0354825790949139
4	0.030264496439471
5	0.0248897991896344
6	0.0228258819090738
7	0.0213694239159469
8	0.0195796506956485
9	0.0186316951022833
10	0.0185914970559599
11	0.0146127416483835
12	0.0155211558307534
13	0.0167017302820832
14	0.0148035598003039
15	0.0136904252588346
16	0.012465913517725
17	0.0136057341516803
18	0.0118110236220472
19	0.0123715753424658
20	0.0107652399481193
21	0.0116713151684188
22	0.010408154487979
23	0.0105792577176552
24	0.0118582169709989
25	0.0101849836779108
