Sample	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Bacteria_24k	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
GotPopAS41_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	5062.0	635.0	385.0	253.0	73.0	75.0	54.0	21.0	0.0	0.0	29106.0	225033.0
GotPopAS42_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	99763.0	13815.0	7288.0	4842.0	2114.0	1364.0	1311.0	532.0	22.0	0.0	569093.0	5052884.0
GotPopAS42_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	99807.0	13095.0	6880.0	4556.0	1899.0	1324.0	1202.0	491.0	15.0	0.0	553616.0	5070143.0
GotPopAS43_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	7797.0	1044.0	581.0	412.0	191.0	95.0	108.0	37.0	3.0	0.0	45806.0	375592.0
GotPopAS43_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	7739.0	1065.0	615.0	328.0	157.0	109.0	90.0	38.0	0.0	0.0	44638.0	376887.0
GotPopAS44_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	23193.0	2735.0	1527.0	891.0	464.0	268.0	262.0	108.0	2.0	0.0	153717.0	847597.0
GotPopAS44_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	23574.0	2754.0	1609.0	955.0	441.0	255.0	206.0	99.0	4.0	0.0	151106.0	849761.0
GotPopAS45_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	27383.0	3584.0	1952.0	1176.0	591.0	372.0	453.0	130.0	9.0	0.0	169075.0	1116078.0
GotPopAS45_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	27617.0	3370.0	2004.0	1113.0	556.0	362.0	439.0	114.0	2.0	0.0	165846.0	1119380.0
GotPopAS46_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	29198.0	4162.0	1917.0	1204.0	546.0	413.0	294.0	127.0	8.0	0.0	177628.0	1062653.0
GotPopAS46_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	28964.0	3923.0	1823.0	1129.0	512.0	372.0	295.0	126.0	2.0	0.0	174772.0	1066232.0
GotPopAS47_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	34667.0	4414.0	2491.0	1547.0	716.0	447.0	314.0	197.0	7.0	0.0	204817.0	1515705.0
GotPopAS47_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	34544.0	4391.0	2381.0	1524.0	632.0	414.0	290.0	144.0	6.0	0.0	200525.0	1520471.0
GotPopAS48_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	18013.0	2256.0	1185.0	693.0	339.0	222.0	235.0	86.0	1.0	0.0	117024.0	668570.0
GotPopAS48_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	18004.0	2238.0	1231.0	710.0	341.0	224.0	247.0	66.0	3.0	0.0	114726.0	670834.0
GotPopAS49_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	9801.0	1303.0	719.0	518.0	195.0	120.0	153.0	50.0	0.0	0.0	59328.0	453568.0
GotPopAS49_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	9674.0	1231.0	662.0	438.0	169.0	137.0	144.0	45.0	1.0	0.0	58266.0	454988.0
GotPopAS4_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	40597.0	5198.0	2892.0	1741.0	813.0	604.0	525.0	174.0	6.0	0.0	244537.0	1687460.0
GotPopAS4_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	40758.0	4938.0	2794.0	1649.0	802.0	575.0	584.0	150.0	4.0	0.0	240467.0	1691826.0
GotPopAS50_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	15206.0	1916.0	1031.0	653.0	317.0	170.0	163.0	84.0	4.0	1.0	91994.0	602992.0
GotPopAS50_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	15579.0	1878.0	999.0	605.0	307.0	178.0	163.0	46.0	1.0	0.0	90497.0	604278.0
GotPopAS5_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	18355.0	2274.0	1265.0	761.0	379.0	293.0	185.0	82.0	1.0	0.0	106376.0	725101.0
GotPopAS5_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	18042.0	2173.0	1222.0	726.0	362.0	251.0	167.0	81.0	4.0	0.0	104464.0	727580.0
GotPopAS6_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	88970.0	13178.0	6666.0	4813.0	1946.0	1436.0	898.0	501.0	9.0	0.0	511970.0	5472098.0
GotPopAS6_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	88980.0	12399.0	6405.0	4531.0	1797.0	1353.0	892.0	419.0	19.0	0.0	491013.0	5494677.0
GotPopAS7_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	20368.0	2615.0	1493.0	893.0	421.0	331.0	222.0	104.0	2.0	0.0	124223.0	836044.0
GotPopAS7_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	20291.0	2557.0	1440.0	883.0	435.0	301.0	212.0	93.0	5.0	0.0	122186.0	838313.0
GotPopAS8_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	112324.0	15693.0	8077.0	5497.0	2382.0	1951.0	1031.0	514.0	13.0	0.0	632157.0	5810708.0
GotPopAS8_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	112264.0	15151.0	7814.0	5295.0	2209.0	1815.0	937.0	505.0	24.0	0.0	615831.0	5828502.0
GotPopAS9_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	5359.0	604.0	339.0	199.0	108.0	59.0	60.0	29.0	2.0	0.0	34069.0	184861.0
GotPopAS9_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	5230.0	624.0	368.0	207.0	105.0	58.0	57.0	23.0	0.0	0.0	33795.0	185222.0
GotPopBL10_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	33447.0	4496.0	2459.0	1478.0	655.0	491.0	585.0	146.0	6.0	0.0	206917.0	1440812.0
GotPopBL10_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	33770.0	4252.0	2311.0	1416.0	599.0	513.0	547.0	162.0	7.0	0.0	202366.0	1445549.0
GotPopBL11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	7809.0	1052.0	578.0	353.0	164.0	133.0	137.0	42.0	0.0	0.0	46932.0	380439.0
GotPopBL11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	7812.0	1019.0	600.0	371.0	129.0	103.0	142.0	37.0	0.0	0.0	45674.0	381752.0
GotPopBL12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	439.0	62.0	32.0	17.0	4.0	7.0	8.0	3.0	0.0	0.0	2516.0	21036.0
GotPopBL12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	444.0	54.0	30.0	21.0	6.0	2.0	2.0	3.0	0.0	0.0	2435.0	21127.0
GotPopBL13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	19487.0	2511.0	1421.0	852.0	390.0	208.0	246.0	99.0	2.0	0.0	117094.0	787207.0
GotPopBL13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	19147.0	2395.0	1357.0	839.0	359.0	215.0	252.0	94.0	3.0	0.0	114395.0	790461.0
GotPopBL14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	44341.0	5982.0	3359.0	2127.0	970.0	568.0	778.0	245.0	5.0	0.0	270671.0	2067496.0
GotPopBL14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	44730.0	5724.0	3080.0	2044.0	895.0	544.0	822.0	253.0	4.0	0.0	264239.0	2074207.0
GotPopBL15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	18808.0	2476.0	1350.0	918.0	356.0	292.0	288.0	110.0	3.0	0.0	114940.0	834223.0
GotPopBL15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	18873.0	2337.0	1315.0	853.0	374.0	254.0	265.0	89.0	2.0	0.0	111771.0	837631.0
GotPopBL16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	17713.0	2368.0	1271.0	819.0	380.0	255.0	260.0	82.0	3.0	0.0	107519.0	830842.0
GotPopBL16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	17813.0	2393.0	1219.0	786.0	374.0	270.0	234.0	83.0	1.0	0.0	105478.0	832861.0
GotPopBL17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	27793.0	3406.0	1853.0	1133.0	549.0	437.0	488.0	128.0	4.0	0.0	173502.0	1074713.0
GotPopBL17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	27474.0	3394.0	1847.0	1062.0	548.0	441.0	489.0	111.0	5.0	0.0	171611.0	1077024.0
GotPopBL18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	7691.0	1029.0	620.0	329.0	139.0	95.0	101.0	26.0	1.0	0.0	47376.0	342084.0
GotPopBL18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	7890.0	992.0	581.0	338.0	156.0	106.0	86.0	39.0	1.0	0.0	46419.0	342883.0
GotPopBL19_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	48576.0	6156.0	3404.0	2074.0	995.0	612.0	652.0	231.0	4.0	0.0	312243.0	2072487.0
GotPopBL19_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	48539.0	6167.0	3451.0	2054.0	962.0	550.0	569.0	240.0	8.0	0.0	306534.0	2078360.0
GotPopBL1_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	16897.0	2231.0	1192.0	766.0	332.0	159.0	206.0	75.0	2.0	0.0	103298.0	727993.0
GotPopBL1_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	16881.0	2145.0	1179.0	670.0	311.0	234.0	215.0	60.0	4.0	0.0	100814.0	730638.0
GotPopBL20_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	23399.0	2885.0	1483.0	998.0	448.0	281.0	342.0	92.0	1.0	0.0	149928.0	823807.0
GotPopBL20_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	23307.0	2741.0	1523.0	896.0	452.0	229.0	335.0	91.0	3.0	0.0	147972.0	826115.0
GotPopBL21_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	25436.0	3205.0	1860.0	1139.0	498.0	310.0	313.0	110.0	5.0	0.0	153810.0	1096373.0
GotPopBL21_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	25355.0	3276.0	1732.0	1161.0	462.0	310.0	317.0	99.0	6.0	0.0	151017.0	1099324.0
GotPopBL22_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	158424.0	23527.0	12141.0	8523.0	3540.0	2617.0	1546.0	865.0	32.0	0.0	896810.0	9085391.0
GotPopBL22_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	157339.0	22426.0	11435.0	8040.0	3203.0	2411.0	1498.0	837.0	24.0	0.0	864116.0	9122087.0
GotPopBL23_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	46.0	4.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	258.0	2448.0
GotPopBL23_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	37.0	8.0	3.0	3.0	3.0	0.0	1.0	0.0	0.0	0.0	239.0	2466.0
GotPopBL25_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	13474.0	1768.0	940.0	661.0	296.0	220.0	239.0	70.0	2.0	0.0	82225.0	589986.0
GotPopBL25_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	13474.0	1753.0	928.0	572.0	287.0	194.0	233.0	73.0	0.0	0.0	80381.0	591986.0
GotPopBL26_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	21845.0	2851.0	1639.0	997.0	428.0	286.0	372.0	128.0	7.0	0.0	131504.0	948370.0
GotPopBL26_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	21724.0	2749.0	1525.0	931.0	432.0	238.0	334.0	119.0	3.0	0.0	128566.0	951806.0
GotPopBL28_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	77650.0	10161.0	5513.0	3554.0	1594.0	1124.0	761.0	425.0	6.0	0.0	453051.0	3433479.0
GotPopBL28_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	77738.0	9958.0	5295.0	3409.0	1467.0	1032.0	744.0	421.0	13.0	0.0	445787.0	3441454.0
GotPopBL2_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	10298.0	1365.0	726.0	411.0	200.0	170.0	117.0	48.0	0.0	0.0	65535.0	393969.0
GotPopBL2_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	10232.0	1275.0	690.0	435.0	212.0	141.0	113.0	49.0	2.0	0.0	64539.0	395151.0
GotPopBL33_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	11586.0	1494.0	804.0	593.0	243.0	194.0	113.0	69.0	1.0	0.0	75992.0	489835.0
GotPopBL33_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	11873.0	1463.0	830.0	489.0	214.0	144.0	126.0	70.0	2.0	0.0	74136.0	491577.0
GotPopBL34_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	25009.0	3371.0	1788.0	1182.0	495.0	352.0	449.0	124.0	2.0	0.0	158635.0	1029298.0
GotPopBL34_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	25336.0	3228.0	1829.0	1148.0	497.0	339.0	455.0	119.0	5.0	0.0	155643.0	1032106.0
GotPopBL35_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	93.0	17.0	6.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	496.0	4439.0
GotPopBL35_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	86.0	9.0	9.0	5.0	3.0	0.0	1.0	0.0	0.0	0.0	537.0	4409.0
GotPopBL37_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	37528.0	4738.0	2586.0	1582.0	800.0	582.0	369.0	141.0	2.0	0.0	223618.0	1548308.0
GotPopBL37_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	37999.0	4532.0	2452.0	1496.0	685.0	545.0	371.0	151.0	6.0	0.0	218431.0	1553586.0
GotPopBL38_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	34112.0	4477.0	2412.0	1486.0	730.0	441.0	546.0	153.0	4.0	0.0	203137.0	1464106.0
GotPopBL38_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	33798.0	4364.0	2342.0	1427.0	661.0	386.0	546.0	152.0	5.0	0.0	197827.0	1470096.0
GotPopBL39_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	9172.0	1112.0	637.0	402.0	165.0	101.0	108.0	36.0	1.0	0.0	54407.0	361955.0
GotPopBL39_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	8974.0	1086.0	651.0	397.0	155.0	100.0	97.0	31.0	1.0	0.0	54178.0	362426.0
GotPopBL3_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	37602.0	4650.0	2553.0	1666.0	744.0	528.0	404.0	174.0	6.0	0.0	226619.0	1508098.0
GotPopBL3_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	37861.0	4678.0	2419.0	1577.0	753.0	480.0	356.0	162.0	7.0	0.0	221839.0	1512912.0
GotPopBL40_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	36142.0	4526.0	2525.0	1498.0	724.0	557.0	298.0	160.0	3.0	0.0	215532.0	1442425.0
GotPopBL40_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	35982.0	4491.0	2463.0	1381.0	675.0	547.0	295.0	168.0	5.0	0.0	212209.0	1446174.0
GotPopBL41_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	27857.0	3761.0	2086.0	1308.0	598.0	455.0	234.0	155.0	8.0	0.0	167341.0	1252970.0
GotPopBL41_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	27901.0	3592.0	1881.0	1247.0	508.0	436.0	249.0	143.0	3.0	0.0	163473.0	1257340.0
GotPopBL42_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	91602.0	13711.0	6909.0	5075.0	2071.0	1444.0	960.0	596.0	20.0	0.0	522688.0	5679194.0
GotPopBL42_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	91911.0	13021.0	6635.0	4837.0	1972.0	1304.0	910.0	506.0	15.0	0.0	502463.0	5700696.0
GotPopBL43_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	42167.0	5088.0	2864.0	1766.0	842.0	542.0	732.0	163.0	7.0	0.0	269133.0	1604565.0
GotPopBL43_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	42099.0	5012.0	2775.0	1649.0	793.0	502.0	716.0	163.0	5.0	0.0	264385.0	1609770.0
GotPopBL44_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	12982.0	1644.0	909.0	563.0	250.0	164.0	206.0	78.0	0.0	0.0	79658.0	515558.0
GotPopBL44_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	12812.0	1587.0	859.0	478.0	234.0	141.0	220.0	66.0	1.0	0.0	78648.0	516966.0
GotPopBL45_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	23079.0	2874.0	1595.0	978.0	426.0	435.0	224.0	101.0	3.0	0.0	137069.0	945847.0
GotPopBL45_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	22885.0	2895.0	1562.0	869.0	473.0	409.0	208.0	91.0	5.0	0.0	134160.0	949074.0
GotPopBL46_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	20012.0	2652.0	1437.0	832.0	403.0	302.0	372.0	99.0	2.0	0.0	121701.0	861832.0
GotPopBL46_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	19939.0	2584.0	1383.0	858.0	397.0	285.0	339.0	71.0	3.0	0.0	119025.0	864760.0
GotPopBL47_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	17587.0	2102.0	1165.0	703.0	349.0	212.0	225.0	70.0	0.0	0.0	109541.0	637456.0
GotPopBL47_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	17789.0	2112.0	1139.0	635.0	331.0	209.0	212.0	89.0	4.0	0.0	107895.0	638995.0
GotPopBL4_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	21398.0	2865.0	1621.0	1034.0	431.0	284.0	304.0	90.0	6.0	0.0	131794.0	934126.0
GotPopBL4_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	21188.0	2782.0	1505.0	941.0	411.0	245.0	257.0	81.0	4.0	0.0	129350.0	937189.0
GotPopBL5_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	35369.0	4292.0	2455.0	1450.0	746.0	459.0	567.0	160.0	0.0	0.0	224457.0	1368119.0
GotPopBL5_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	35538.0	4349.0	2436.0	1381.0	664.0	435.0	492.0	165.0	6.0	0.0	221377.0	1371231.0
GotPopBL6_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	4223.0	547.0	309.0	200.0	98.0	69.0	52.0	16.0	2.0	0.0	25630.0	180870.0
GotPopBL6_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	4297.0	488.0	295.0	191.0	89.0	63.0	40.0	25.0	1.0	0.0	25211.0	181316.0
GotPopBL7_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	17422.0	2200.0	1230.0	741.0	318.0	209.0	240.0	76.0	1.0	0.0	107678.0	699700.0
GotPopBL7_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	17287.0	2195.0	1142.0	698.0	323.0	217.0	249.0	65.0	7.0	0.0	105526.0	702106.0
GotPopBL8_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	29015.0	3753.0	2076.0	1270.0	589.0	413.0	461.0	156.0	8.0	0.0	176055.0	1303562.0
GotPopBL8_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	28749.0	3713.0	2030.0	1236.0	577.0	364.0	438.0	135.0	3.0	0.0	171847.0	1308266.0
GotPopBL9_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	5755.0	794.0	418.0	302.0	130.0	90.0	32.0	31.0	1.0	0.0	32332.0	303650.0
GotPopBL9_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	5643.0	744.0	438.0	276.0	95.0	72.0	50.0	22.0	0.0	0.0	31549.0	304646.0
GotPopBS10_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	22571.0	2927.0	1629.0	1024.0	479.0	309.0	269.0	105.0	3.0	0.0	135526.0	966533.0
GotPopBS10_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	22447.0	2885.0	1548.0	961.0	427.0	268.0	269.0	94.0	2.0	0.0	131981.0	970493.0
GotPopBS11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	45410.0	5983.0	3306.0	2145.0	963.0	602.0	427.0	240.0	9.0	0.0	266221.0	2087936.0
GotPopBS11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	44657.0	5812.0	3139.0	2044.0	890.0	532.0	426.0	228.0	6.0	0.0	258884.0	2096624.0
GotPopBS12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	11050.0	1370.0	790.0	457.0	231.0	154.0	173.0	54.0	4.0	0.0	68021.0	413501.0
GotPopBS12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	10838.0	1276.0	807.0	438.0	219.0	153.0	139.0	48.0	2.0	0.0	66798.0	415087.0
GotPopBS14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	17447.0	2206.0	1152.0	674.0	362.0	199.0	261.0	75.0	1.0	0.0	109813.0	662695.0
GotPopBS14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	17509.0	2050.0	1193.0	690.0	314.0	199.0	242.0	81.0	1.0	0.0	108242.0	664364.0
GotPopBS16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	6728.0	823.0	468.0	274.0	156.0	67.0	83.0	24.0	1.0	0.0	44345.0	232420.0
GotPopBS16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	6922.0	803.0	459.0	228.0	118.0	90.0	61.0	28.0	3.0	0.0	43572.0	233105.0
GotPopBS17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	15784.0	1967.0	1131.0	667.0	304.0	186.0	218.0	73.0	0.0	0.0	95361.0	624968.0
GotPopBS17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	15636.0	1885.0	1074.0	591.0	283.0	197.0	235.0	70.0	1.0	0.0	93720.0	626967.0
GotPopBS18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	24508.0	3152.0	1705.0	1042.0	482.0	396.0	300.0	115.0	6.0	0.0	153342.0	1042870.0
GotPopBS18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	24309.0	3158.0	1682.0	1028.0	485.0	347.0	287.0	103.0	2.0	0.0	150209.0	1046308.0
GotPopBS1_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	10838.0	1416.0	789.0	488.0	197.0	165.0	141.0	62.0	0.0	0.0	65797.0	499040.0
GotPopBS1_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	10849.0	1432.0	785.0	493.0	203.0	123.0	132.0	67.0	2.0	0.0	64360.0	500487.0
GotPopBS20_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	464.0	73.0	30.0	18.0	10.0	8.0	10.0	2.0	0.0	0.0	2775.0	23941.0
GotPopBS20_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	514.0	80.0	39.0	20.0	10.0	9.0	9.0	2.0	0.0	0.0	2761.0	23887.0
GotPopBS22_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	26742.0	3473.0	1950.0	1228.0	541.0	419.0	512.0	137.0	3.0	0.0	161511.0	1171975.0
GotPopBS22_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	26551.0	3420.0	1921.0	1150.0	500.0	425.0	478.0	98.0	2.0	0.0	158413.0	1175533.0
GotPopBS23_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	115185.0	17684.0	8823.0	6310.0	2593.0	2076.0	1204.0	656.0	20.0	0.0	657080.0	7091297.0
GotPopBS23_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	115542.0	16510.0	8434.0	5907.0	2358.0	1887.0	1194.0	583.0	14.0	0.0	629961.0	7120538.0
GotPopBS24_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	168.0	17.0	13.0	16.0	3.0	4.0	5.0	0.0	0.0	0.0	1066.0	8790.0
GotPopBS24_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	160.0	16.0	14.0	6.0	2.0	2.0	1.0	2.0	0.0	0.0	987.0	8892.0
GotPopBS25_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	18759.0	2425.0	1350.0	851.0	368.0	189.0	217.0	81.0	6.0	0.0	113539.0	743188.0
GotPopBS25_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	18585.0	2266.0	1288.0	834.0	349.0	198.0	223.0	80.0	2.0	0.0	111493.0	745655.0
GotPopBS26_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	10082.0	1194.0	728.0	423.0	184.0	131.0	113.0	40.0	1.0	0.0	65824.0	395495.0
GotPopBS26_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	10102.0	1209.0	734.0	430.0	172.0	114.0	112.0	52.0	1.0	0.0	65083.0	396206.0
