Sample	Top over-represented sequence	Sum of remaining over-represented sequences
Par-ARag-001-Ex1-6G-lcwgs-2-1.1	2.699865109881066	0.0
Par-ARag-001-Ex1-6G-lcwgs-2-1.2	2.721950918665467	0.0
Par-ARag-002-Ex1-6H-lcwgs-2-1.1	1.7153826201591913	0.0
Par-ARag-002-Ex1-6H-lcwgs-2-1.2	1.7312620754671115	0.0
Par-ARag-006-Ex1-7C-lcwgs-2-1.1	2.923125763710856	0.0
Par-ARag-006-Ex1-7C-lcwgs-2-1.2	2.9342969068212854	0.0
Par-ARag-007-Ex1-7D-lcwgs-2-1.1	2.394427406226396	0.0
Par-ARag-007-Ex1-7D-lcwgs-2-1.2	2.4115895732589028	0.0
Par-ARag-008-Ex1-7E-lcwgs-2-1.1	1.782283124023526	0.0
Par-ARag-008-Ex1-7E-lcwgs-2-1.2	1.7935336465756222	0.0
Par-ARag-009-Ex1-7F-lcwgs-2-1.1	1.1534231211329746	0.0
Par-ARag-009-Ex1-7F-lcwgs-2-1.2	1.1501389573089686	0.0
Par-ARag-010-Ex1-7G-lcwgs-2-1.1	2.1697708760062877	0.0
Par-ARag-010-Ex1-7G-lcwgs-2-1.2	2.1852401979110883	0.0
Par-ARag-011-Ex1-7H-lcwgs-2-1.1	1.8299852518300526	0.0
Par-ARag-011-Ex1-7H-lcwgs-2-1.2	1.8409333388490656	0.0
Par-ARag-012-Ex1-8A-lcwgs-2-1.1	1.3713334878628358	0.0
Par-ARag-012-Ex1-8A-lcwgs-2-1.2	1.3766523651324627	0.0
Par-ARag-013-Ex1-8B-lcwgs-2-1.1	1.8440076693324197	0.0
Par-ARag-013-Ex1-8B-lcwgs-2-1.2	1.8513343043094204	0.0
Par-ARag-014-Ex1-8C-lcwgs-2-1.1	3.6796579900586117	0.0
Par-ARag-014-Ex1-8C-lcwgs-2-1.2	3.710204752208506	0.0
Par-ARag-017-Ex1-8E-lcwgs-2-1.1	1.789010490918514	0.0
Par-ARag-017-Ex1-8E-lcwgs-2-1.2	1.801642442697483	0.0
Par-ARag-019-Ex1-8F-lcwgs-2-1.1	0.9163527670588444	0.0
Par-ARag-019-Ex1-8F-lcwgs-2-1.2	0.9199649836965931	0.0
Par-ARag-020-Ex1-8G-lcwgs-2-1.1	1.0091838954140624	0.0
Par-ARag-020-Ex1-8G-lcwgs-2-1.2	1.0180200677702222	0.0
Par-ARag-021-Ex1-8H-lcwgs-2-1.1	1.378193290078873	0.0
Par-ARag-021-Ex1-8H-lcwgs-2-1.2	1.3877532042910967	0.0
Par-ARag-022-Ex1-9A-lcwgs-2-1.1	0.7332306606591688	0.10241790326094014
Par-ARag-022-Ex1-9A-lcwgs-2-1.2	0.7369248387618644	0.12044294469305838
Par-ARag-025-Ex1-9D-lcwgs-2-1.1	2.9927678454516715	0.0
Par-ARag-025-Ex1-9D-lcwgs-2-1.2	3.016544659778143	0.0
Par-ARag-027-Ex1-9F-lcwgs-2-1.1	1.396694495784698	0.0
Par-ARag-027-Ex1-9F-lcwgs-2-1.2	1.3954518525070145	0.0
Par-ARag-028-Ex1-9G-lcwgs-2-1.1	2.6505816298910965	0.0
Par-ARag-028-Ex1-9G-lcwgs-2-1.2	2.669747683086037	0.0
Par-ARag-029-Ex1-9H-lcwgs-2-1.1	3.1257206807090037	0.0
Par-ARag-029-Ex1-9H-lcwgs-2-1.2	3.159538065355173	0.0
Par-ARag-030-Ex1-10A-lcwgs-2-1.1	2.1445161277053257	0.0
Par-ARag-030-Ex1-10A-lcwgs-2-1.2	2.1513033847330933	0.0
Par-CPas-003-Ex1-5C-lcwgs-1-1.1	1.9960182025028441	0.0
Par-CPas-003-Ex1-5C-lcwgs-1-1.2	2.018202502844141	0.0
Par-CPas-004-Ex1-7D7E-lcwgs-1and2-1.1	1.023087811783082	0.0
Par-CPas-004-Ex1-7D7E-lcwgs-1and2-1.2	1.093376287401767	0.0
Par-CPas-008-Ex1-6E6F-lcwgs-1and2-1.1	0.8454166736191063	0.0
Par-CPas-008-Ex1-6E6F-lcwgs-1and2-1.2	0.8166799226517902	0.0
Par-CPas-010-Ex1-5A-lcwgs-1-1.1	0.3658926508953649	0.0
Par-CPas-010-Ex1-5A-lcwgs-1-1.2	0.3604165972966348	0.0
Par-CPas-013-Ex1-2F3G-lcwgs-1and2-1.1	0.5963402679446683	0.0
Par-CPas-013-Ex1-2F3G-lcwgs-1and2-1.2	0.6508005663871038	0.0
Par-CPas-015-Ex1-7H-lcwgs-1-1.1	0.7087679608244618	0.0
Par-CPas-015-Ex1-7H-lcwgs-1-1.2	0.7207000813770622	0.0
Par-CPas-016-Ex1-6F6G-lcwgs-1and2-1.1	1.2700980887855193	0.0
Par-CPas-016-Ex1-6F6G-lcwgs-1and2-1.2	1.2732762232206059	0.0
Par-CPas-018-Ex1-3H4H-lcwgs-1and2-1.1	1.0135345571681542	0.0
Par-CPas-018-Ex1-3H4H-lcwgs-1and2-1.2	1.0135345571681542	0.0
Par-CPas-020-Ex1-6A-lcwgs-1-1.1	1.4217395528591323	0.0
Par-CPas-020-Ex1-6A-lcwgs-1-1.2	1.4141828506039964	0.0
Par-CPas-023-Ex1-8H-lcwgs-1-1.1	0.26563743316303384	0.0
Par-CPas-023-Ex1-8H-lcwgs-1-1.2	0.26489376733670955	0.0
Par-CPas-027-Ex1-2E-lcwgs-1-1.1	0.6699419383653417	0.0
Par-CPas-027-Ex1-2E-lcwgs-1-1.2	0.6610093791871372	0.0
Par-CPas-028-Ex1-3C-lcwgs-1-1.1	3.751204126600621	0.0
Par-CPas-028-Ex1-3C-lcwgs-1-1.2	3.7281102655383633	0.0
Par-CPas-033-Ex1-5F-lcwgs-1-1.1	1.4948517354413569	0.0
Par-CPas-033-Ex1-5F-lcwgs-1-1.2	1.4804773889119984	0.0
Par-CPas-035-Ex1-2G3H-lcwgs-1and2-1.1	3.120446292085512	0.0
Par-CPas-035-Ex1-2G3H-lcwgs-1and2-1.2	3.1074311409183593	0.0
Par-CPas-037-Ex1-7C7D-lcwgs-1and2-1.1	1.1894891255819888	0.0
Par-CPas-037-Ex1-7C7D-lcwgs-1and2-1.2	1.3066840997512597	0.0
Par-CPas-038-Ex1-4D-lcwgs-1-1.1	1.352212943294946	0.0
Par-CPas-038-Ex1-4D-lcwgs-1-1.2	1.3286956465174118	0.0
Par-CPas-041-Ex1-8F-lcwgs-1-1.1	2.776670930939748	0.0
Par-CPas-041-Ex1-8F-lcwgs-1-1.2	2.854266719795315	0.0
Par-CPas-043-Ex1-7F7G-lcwgs-1and2-1.1	1.4550926517130816	0.0
Par-CPas-043-Ex1-7F7G-lcwgs-1and2-1.2	1.5220490023848887	0.0
Par-CPas-044-Ex1-8D-lcwgs-1-1.1	1.5531889652403243	0.0
Par-CPas-044-Ex1-8D-lcwgs-1-1.2	1.5860413757859484	0.0
Par-CPas-045-Ex1-6H7A-lcwgs-1and2-1.1	1.2568513271308837	0.0
Par-CPas-045-Ex1-6H7A-lcwgs-1and2-1.2	1.3178346459620862	0.0
