#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	20396311	19978874	97.96	14700	0.07	3830	0.02	32867	0.16	366040	1.79
Ecoli	20396311	20395940	100.00	0	0.00	0	0.00	278	0.00	93	0.00
PhiX	20396311	20396311	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	20396311	20396297	100.00	0	0.00	0	0.00	0	0.00	14	0.00
Vectors	20396311	20316238	99.61	19	0.00	6	0.00	2145	0.01	77903	0.38
Bacteria_24k	20396311	20060068	98.35	30988	0.15	35798	0.18	19916	0.10	249541	1.22
Protists_1k	20396311	19804425	97.10	44411	0.22	80990	0.40	27296	0.13	439189	2.15
Viruses	20396311	20165290	98.87	382	0.00	292	0.00	19229	0.09	211118	1.04
Fungi_RefSeq_release	20396311	20007377	98.09	7356	0.04	2294	0.01	35729	0.18	343555	1.68
Coral	20396311	20144558	98.76	1195	0.01	498	0.00	23887	0.12	226173	1.11
Bird	20396311	20070507	98.41	7064	0.03	952	0.00	40368	0.20	277420	1.36
Plant	20396311	20134068	98.71	1587	0.01	350	0.00	24509	0.12	235797	1.16

%Hit_no_genomes: 96.49
