#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	25658413	25202859	98.22	37669	0.15	10088	0.04	26393	0.10	381404	1.49
Ecoli	25658413	25653045	99.98	0	0.00	0	0.00	1188	0.00	4180	0.02
PhiX	25658413	25658413	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	25658413	25658225	100.00	0	0.00	0	0.00	49	0.00	139	0.00
Vectors	25658413	25592028	99.74	14	0.00	1	0.00	2113	0.01	64257	0.25
Bacteria_24k	25658413	21006645	81.87	1374110	5.36	1622244	6.32	152024	0.59	1503390	5.86
Protists_1k	25658413	23502338	91.59	228825	0.89	109882	0.43	735245	2.87	1082123	4.22
Viruses	25658413	25407629	99.02	1456	0.01	409	0.00	20138	0.08	228781	0.89
Fungi_RefSeq_release	25658413	25214924	98.27	12127	0.05	2272	0.01	56683	0.22	372407	1.45
Coral	25658413	25372886	98.89	940	0.00	313	0.00	23556	0.09	260718	1.02
Bird	25658413	25309436	98.64	3766	0.01	478	0.00	27836	0.11	316897	1.24
Plant	25658413	25385427	98.93	1294	0.01	256	0.00	22205	0.09	249231	0.97

%Hit_no_genomes: 79.58
