#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	18942240	18536375	97.85	14444	0.08	3592	0.02	33549	0.18	354280	1.87
Ecoli	18942240	18941928	100.00	0	0.00	0	0.00	228	0.00	84	0.00
PhiX	18942240	18942240	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	18942240	18942133	100.00	0	0.00	0	0.00	26	0.00	81	0.00
Vectors	18942240	18867183	99.60	18	0.00	3	0.00	2032	0.01	73004	0.39
Bacteria_24k	18942240	18633450	98.37	24145	0.13	27939	0.15	19781	0.10	236925	1.25
Protists_1k	18942240	18361672	96.93	44705	0.24	83498	0.44	24135	0.13	428230	2.26
Viruses	18942240	18719584	98.83	380	0.00	255	0.00	18888	0.10	203133	1.07
Fungi_RefSeq_release	18942240	18557843	97.98	7660	0.04	2544	0.01	36382	0.19	337811	1.78
Coral	18942240	18697360	98.70	1191	0.01	487	0.00	23913	0.13	219289	1.16
Bird	18942240	18627471	98.33	7249	0.04	974	0.01	38255	0.20	268291	1.42
Plant	18942240	18684344	98.64	1593	0.01	357	0.00	25236	0.13	230710	1.22

%Hit_no_genomes: 96.36
