#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	40921857	39408193	96.30	350528	0.86	99009	0.24	39478	0.10	1024649	2.50
Ecoli	40921857	40911871	99.97	0	0.00	0	0.00	2388	0.01	7598	0.02
PhiX	40921857	40921857	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	40921857	40921718	100.00	0	0.00	0	0.00	27	0.00	112	0.00
Vectors	40921857	40894849	99.93	38	0.00	9	0.00	3468	0.01	23493	0.06
Bacteria_24k	40921857	30458347	74.44	3237988	7.91	3748222	9.16	324552	0.79	3152748	7.70
Protists_1k	40921857	36476830	89.14	402448	0.98	152326	0.37	1603361	3.92	2286892	5.59
Viruses	40921857	40436766	98.81	2171	0.01	967	0.00	47412	0.12	434541	1.06
Fungi_RefSeq_release	40921857	39899673	97.50	24442	0.06	2747	0.01	112299	0.27	882696	2.16
Coral	40921857	40266548	98.40	1127	0.00	247	0.00	61143	0.15	592792	1.45
Bird	40921857	40057732	97.89	3925	0.01	589	0.00	39482	0.10	820129	2.00
Plant	40921857	40286274	98.45	1523	0.00	341	0.00	48987	0.12	584732	1.43

%Hit_no_genomes: 70.81
