# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	254	106
+	195	120
+	157	117
+	253	127
+	199	137
+	169	124
+	222	135
+	127	74
+	123	61
+	211	140
+	121	67
+	289	93
+	197	137
+	278	105
+	183	145
+	170	122
+	224	129
+	209	138
+	159	116
+	227	137
+	259	107
+	192	120
+	131	71
+	176	126
+	189	128
+	264	92
+	252	134
+	208	147
+	191	144
+	100	35
+	138	119
+	135	87
+	215	132
+	148	111
+	186	140
+	244	99
+	284	90
+	268	101
+	201	145
+	165	107
+	219	102
+	187	134
+	179	128
+	212	134
+	245	96
+	243	119
+	276	111
+	101	30
+	269	100
+	281	103
+	256	113
+	109	36
+	205	133
+	234	109
+	152	105
+	198	132
+	166	122
+	134	85
+	213	154
+	271	109
+	230	107
+	221	120
+	116	52
+	118	66
+	145	100
+	174	122
+	102	35
+	249	117
+	220	127
+	107	45
+	154	116
+	146	131
+	104	40
+	140	106
+	193	123
+	237	106
+	223	121
+	167	112
+	255	120
+	149	101
+	194	144
+	216	130
+	125	75
+	155	104
+	156	87
+	90	10
+	190	131
+	150	109
+	115	45
+	143	113
+	235	91
+	267	101
+	280	84
+	147	132
+	274	85
+	91	10
+	122	61
+	275	91
+	226	123
+	182	125
+	257	116
+	80	4
+	258	111
+	263	93
+	188	133
+	141	102
+	200	145
+	185	131
+	139	87
+	124	81
+	130	72
+	217	159
+	178	137
+	206	132
+	279	99
+	136	83
+	171	125
+	225	119
+	248	104
+	144	79
+	177	148
+	196	130
+	203	137
+	173	112
+	202	120
+	251	113
+	233	110
+	239	118
+	240	116
+	207	148
+	120	61
+	137	92
+	247	124
+	151	91
+	265	111
+	73	3
+	153	113
+	164	111
+	246	101
+	72	3
+	270	99
+	250	111
+	229	104
+	161	118
+	242	127
+	133	87
+	266	97
+	105	51
+	93	18
+	261	109
+	218	134
+	285	113
+	262	106
+	272	96
+	214	105
+	158	123
+	277	101
+	286	103
+	163	112
+	129	77
+	168	102
+	231	112
+	287	87
+	103	26
+	160	103
+	238	117
+	184	131
+	162	108
+	282	105
+	89	14
+	94	17
+	241	119
+	106	42
+	181	142
+	210	111
+	84	6
+	111	43
+	68	2
+	232	121
+	273	87
+	119	51
+	175	118
+	288	101
+	204	119
+	172	117
+	142	94
+	132	76
+	228	122
+	98	17
+	236	109
+	117	55
+	110	41
+	291	2
+	260	129
+	97	19
+	283	94
+	180	114
+	113	54
+	126	64
+	112	49
+	55	3
+	75	2
+	76	5
+	128	74
+	108	37
+	95	26
+	114	41
+	57	2
+	58	3
+	67	3
+	77	7
+	88	11
+	69	4
+	96	17
+	99	19
+	86	7
+	52	1
+	87	10
+	39	1
+	92	13
+	64	2
+	83	6
+	85	3
+	70	7
+	79	3
+	82	4
+	48	1
+	61	3
+	50	1
+	56	2
+	292	1
+	45	2
+	60	1
+	36	1
+	81	5
+	78	2
+	34	1
+	74	3
+	63	1
+	59	1
+	49	1
+	65	1
+	62	1
+	294	1
+	290	2
+	54	1
-	282	98
-	146	103
-	252	106
-	208	134
-	235	129
-	184	121
-	205	135
-	159	121
-	283	102
-	178	140
-	134	85
-	228	118
-	285	102
-	147	102
-	137	82
-	106	34
-	161	106
-	279	100
-	271	86
-	211	125
-	202	152
-	135	89
-	233	120
-	153	108
-	189	122
-	139	80
-	151	110
-	204	126
-	268	117
-	245	129
-	131	84
-	209	127
-	210	126
-	272	97
-	286	91
-	155	110
-	220	124
-	248	120
-	149	99
-	197	128
-	222	131
-	90	15
-	288	93
-	165	114
-	124	73
-	232	93
-	276	108
-	239	122
-	273	96
-	142	102
-	274	101
-	163	122
-	230	128
-	289	77
-	97	28
-	162	122
-	109	41
-	190	133
-	141	90
-	176	127
-	198	147
-	257	101
-	144	86
-	143	103
-	169	126
-	223	138
-	237	153
-	188	135
-	280	107
-	120	59
-	145	92
-	225	102
-	185	138
-	68	3
-	226	107
-	227	143
-	250	125
-	128	68
-	214	127
-	193	144
-	238	108
-	173	141
-	192	126
-	200	130
-	174	125
-	129	88
-	275	95
-	186	124
-	154	101
-	212	119
-	216	130
-	267	101
-	265	131
-	140	94
-	150	109
-	87	13
-	191	129
-	171	136
-	194	128
-	168	115
-	217	120
-	170	116
-	219	108
-	213	121
-	236	117
-	254	113
-	175	121
-	284	97
-	160	111
-	196	140
-	101	33
-	260	113
-	111	45
-	115	51
-	207	150
-	122	49
-	127	73
-	203	120
-	187	132
-	177	128
-	157	100
-	132	85
-	201	152
-	123	69
-	167	117
-	182	140
-	156	115
-	281	93
-	278	84
-	180	133
-	181	132
-	183	113
-	270	100
-	130	100
-	224	129
-	269	97
-	206	119
-	234	108
-	126	75
-	218	127
-	261	104
-	103	31
-	116	51
-	148	117
-	195	127
-	125	60
-	242	120
-	240	136
-	231	122
-	121	57
-	263	88
-	119	62
-	172	112
-	107	35
-	221	125
-	136	86
-	247	109
-	256	120
-	264	113
-	253	107
-	158	120
-	243	118
-	179	122
-	241	114
-	259	117
-	229	111
-	67	2
-	112	40
-	215	118
-	166	131
-	108	36
-	249	114
-	255	113
-	277	104
-	262	115
-	287	98
-	164	111
-	138	85
-	104	25
-	199	132
-	114	58
-	113	45
-	246	108
-	70	3
-	118	64
-	251	123
-	100	29
-	117	54
-	244	99
-	91	13
-	258	113
-	110	44
-	88	7
-	65	3
-	93	19
-	95	24
-	266	108
-	71	2
-	152	102
-	98	25
-	57	2
-	99	29
-	133	73
-	92	17
-	84	9
-	82	6
-	78	6
-	105	27
-	94	16
-	83	9
-	96	22
-	76	3
-	74	2
-	102	27
-	44	3
-	81	3
-	85	12
-	59	2
-	290	4
-	66	1
-	86	9
-	48	1
-	54	3
-	62	4
-	89	8
-	43	1
-	80	2
-	79	5
-	50	1
-	75	4
-	69	2
-	55	2
-	46	1
-	49	1
-	77	3
-	38	1
-	33	2
-	61	2
-	73	1
-	72	1
-	60	2
-	52	2
-	64	2
