pos	3pG>A
1	0.0281866845098695
2	0.0307032396433006
3	0.0154394299287411
4	0.0174576625548819
5	0.0149642160052049
6	0.016634385325282
7	0.0192266148196155
8	0.0146477066181974
9	0.0176314391927775
10	0.0154140414041404
11	0.0140044224491945
12	0.0152542372881356
13	0.0165804203189355
14	0.0165562913907285
15	0.0153236176596657
16	0.014072403050811
17	0.0133589825798867
18	0.0139655732380643
19	0.013971843003413
20	0.0133772162649963
21	0.0134315424610052
22	0.0142459297343616
23	0.0154064685314685
24	0.0133808136397971
25	0.0123483302909911
