Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Pli-AMvi_004-Ex1-1A-lcwgs-1-1.clmp.fp2_repr.R1	Pli-AMvi_004-Ex1-1A-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	192924.0	0.0	33-150	46.0	98.94411240309341	59.08945491488876	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Pli-AMvi_004-Ex1-1A-lcwgs-1-1.clmp.fp2_repr.R2	Pli-AMvi_004-Ex1-1A-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	192924.0	0.0	33-150	46.0	99.08050141212146	59.00511600422964	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Pli-AMvi_004-Ex1-1A-lcwgs-2-1.clmp.fp2_repr.R1	Pli-AMvi_004-Ex1-1A-lcwgs-2-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38983.0	0.0	33-150	51.0	92.28638124310596	142.57850858066337	pass	pass	pass	pass	fail	fail	pass	warn	pass	pass	pass
Pli-AMvi_004-Ex1-1A-lcwgs-2-1.clmp.fp2_repr.R2	Pli-AMvi_004-Ex1-1A-lcwgs-2-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38983.0	0.0	33-150	51.0	95.30564605084267	133.46746017494806	pass	pass	warn	pass	fail	fail	pass	warn	pass	pass	pass
Pli-AMvi_005-Ex1-2A-lcwgs-1-1.clmp.fp2_repr.R1	Pli-AMvi_005-Ex1-2A-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3238.0	0.0	33-150	42.0	99.93823347745521	76.97869054972205	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Pli-AMvi_005-Ex1-2A-lcwgs-1-1.clmp.fp2_repr.R2	Pli-AMvi_005-Ex1-2A-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3238.0	0.0	33-150	42.0	99.93823347745521	75.23471278567017	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Pli-AMvi_005-Ex1-2A-lcwgs-2-1.clmp.fp2_repr.R1	Pli-AMvi_005-Ex1-2A-lcwgs-2-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	503.0	0.0	34-150	43.0	99.40357852882704	86.28230616302187	pass	pass	warn	pass	warn	fail	pass	warn	pass	warn	pass
Pli-AMvi_005-Ex1-2A-lcwgs-2-1.clmp.fp2_repr.R2	Pli-AMvi_005-Ex1-2A-lcwgs-2-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	503.0	0.0	34-150	43.0	99.60238568588468	84.35387673956262	pass	pass	warn	pass	warn	fail	pass	warn	pass	warn	pass
Pli-AMvi_006-Ex1-3A-lcwgs-1-1.clmp.fp2_repr.R1	Pli-AMvi_006-Ex1-3A-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3235.0	0.0	33-150	41.0	99.96908809891808	72.23307573415765	pass	pass	fail	pass	warn	warn	pass	warn	pass	pass	pass
Pli-AMvi_006-Ex1-3A-lcwgs-1-1.clmp.fp2_repr.R2	Pli-AMvi_006-Ex1-3A-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3235.0	0.0	33-150	41.0	99.96908809891808	70.84111282843895	pass	pass	fail	pass	warn	warn	pass	warn	pass	pass	pass
