Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Goy-CPnd_038-Ex1-6F-lcwgs-1-2.clmp.fp2_r1_screen	2739.0	291.0	581.0	285.0	287.0	51.0	40.0	17.0	2.0	0.0	0.0	11297.0	421087.0
Goy-CPnd_038-Ex1-6F-lcwgs-1-2.clmp.fp2_r2_screen	2743.0	299.0	537.0	240.0	238.0	61.0	35.0	21.0	1.0	0.0	0.0	11109.0	421393.0
Goy-CPnd_039-Ex1-8A-lcwgs-1-2.clmp.fp2_r1_screen	9085.0	897.0	1836.0	964.0	909.0	216.0	185.0	61.0	1.0	0.0	0.0	37952.0	1503268.0
Goy-CPnd_039-Ex1-8A-lcwgs-1-2.clmp.fp2_r2_screen	9319.0	868.0	1756.0	899.0	887.0	198.0	141.0	64.0	3.0	0.0	0.0	37659.0	1503580.0
Goy-CPnd_041-Ex1-3C-lcwgs-1-2.clmp.fp2_r1_screen	74643.0	9921.0	14446.0	7314.0	7183.0	1733.0	1328.0	448.0	32.0	0.0	0.0	302248.0	11734195.0
Goy-CPnd_041-Ex1-3C-lcwgs-1-2.clmp.fp2_r2_screen	74817.0	9877.0	14029.0	7098.0	7188.0	1743.0	1176.0	367.0	18.0	0.0	0.0	299337.0	11737841.0
Goy-CPnd_042-Ex1-3B-lcwgs-1-2.clmp.fp2_r1_screen	14962.0	2819.0	2764.0	1493.0	1349.0	311.0	248.0	80.0	3.0	0.0	0.0	59987.0	2454224.0
Goy-CPnd_042-Ex1-3B-lcwgs-1-2.clmp.fp2_r2_screen	14846.0	2807.0	2726.0	1436.0	1317.0	328.0	228.0	79.0	1.0	0.0	0.0	59741.0	2454731.0
Goy-CPnd_047-Ex1-6E-lcwgs-1-2.clmp.fp2_r1_screen	20253.0	2297.0	3709.0	1906.0	1885.0	440.0	364.0	106.0	10.0	0.0	0.0	85674.0	3159869.0
Goy-CPnd_047-Ex1-6E-lcwgs-1-2.clmp.fp2_r2_screen	20350.0	2383.0	3608.0	1857.0	1799.0	395.0	326.0	120.0	5.0	0.0	0.0	86129.0	3159541.0
Goy-CPnd_048-Ex1-8B-lcwgs-1-2.clmp.fp2_r1_screen	27304.0	1242.0	5237.0	2702.0	2603.0	616.0	484.0	135.0	10.0	0.0	0.0	102533.0	4450883.0
Goy-CPnd_048-Ex1-8B-lcwgs-1-2.clmp.fp2_r2_screen	27664.0	1207.0	5220.0	2523.0	2533.0	632.0	449.0	147.0	10.0	0.0	0.0	102481.0	4450883.0
Goy-CPnd_052-Ex1-3D-lcwgs-1-2.clmp.fp2_r1_screen	100672.0	25789.0	18144.0	9793.0	9032.0	2141.0	1642.0	520.0	21.0	0.0	0.0	396869.0	15567443.0
Goy-CPnd_052-Ex1-3D-lcwgs-1-2.clmp.fp2_r2_screen	100835.0	25734.0	17485.0	9756.0	8722.0	2094.0	1603.0	522.0	19.0	0.0	0.0	394626.0	15570670.0
Goy-CPnd_053-Ex1-2E-lcwgs-1-2.clmp.fp2_r1_screen	219765.0	20492.0	40887.0	21491.0	19920.0	4776.0	3518.0	1046.0	46.0	0.0	0.0	850296.0	34751988.0
Goy-CPnd_053-Ex1-2E-lcwgs-1-2.clmp.fp2_r2_screen	219947.0	20456.0	40254.0	21368.0	19368.0	4645.0	3547.0	1145.0	55.0	0.0	0.0	851452.0	34751988.0
Goy-CPnd_056-Ex1-3G-lcwgs-1-2.clmp.fp2_r1_screen	4455.0	595.0	858.0	423.0	408.0	102.0	74.0	27.0	0.0	0.0	0.0	17842.0	712828.0
Goy-CPnd_056-Ex1-3G-lcwgs-1-2.clmp.fp2_r2_screen	4456.0	571.0	823.0	424.0	430.0	98.0	80.0	24.0	1.0	0.0	0.0	17582.0	713123.0
Goy-CPnd_057-Ex1-4F-lcwgs-1-2.clmp.fp2_r1_screen	6887.0	908.0	1427.0	635.0	658.0	147.0	109.0	38.0	1.0	0.0	0.0	27637.0	1105805.0
Goy-CPnd_057-Ex1-4F-lcwgs-1-2.clmp.fp2_r2_screen	7074.0	912.0	1324.0	701.0	658.0	125.0	127.0	45.0	5.0	0.0	0.0	27591.0	1105690.0
Goy-CPnd_059-Ex1-8G-lcwgs-1-2.clmp.fp2_r1_screen	7892.0	406.0	1425.0	713.0	631.0	146.0	134.0	63.0	2.0	0.0	0.0	30567.0	1157397.0
Goy-CPnd_059-Ex1-8G-lcwgs-1-2.clmp.fp2_r2_screen	8008.0	387.0	1309.0	727.0	637.0	140.0	113.0	46.0	1.0	0.0	0.0	30371.0	1157637.0
Goy-CPnd_060-Ex1-7D-lcwgs-1-2.clmp.fp2_r1_screen	232008.0	72913.0	41497.0	22459.0	20852.0	4867.0	3519.0	1378.0	60.0	0.0	0.0	968717.0	36429229.0
Goy-CPnd_060-Ex1-7D-lcwgs-1-2.clmp.fp2_r2_screen	233877.0	72634.0	41359.0	22351.0	20770.0	4669.0	3542.0	1277.0	58.0	0.0	0.0	963953.0	36433009.0
Goy-CPnd_061-Ex1-7E-lcwgs-1-2.clmp.fp2_r1_screen	751374.0	173247.0	139961.0	75129.0	68778.0	16772.0	12534.0	4243.0	227.0	0.0	1.0	3029691.0	115056433.0
Goy-CPnd_061-Ex1-7E-lcwgs-1-2.clmp.fp2_r2_screen	755992.0	171699.0	137542.0	73665.0	67756.0	16296.0	12109.0	4270.0	210.0	0.0	0.0	3020485.0	115068366.0
Goy-CPnd_062-Ex1-3F-lcwgs-1-2.clmp.fp2_r1_screen	1425.0	165.0	266.0	139.0	120.0	28.0	21.0	6.0	0.0	0.0	0.0	5832.0	232273.0
Goy-CPnd_062-Ex1-3F-lcwgs-1-2.clmp.fp2_r2_screen	1533.0	169.0	283.0	147.0	130.0	29.0	21.0	9.0	0.0	0.0	0.0	5729.0	232225.0
Goy-CPnd_063-Ex1-2G-lcwgs-1-2.clmp.fp2_r1_screen	1884.0	208.0	342.0	162.0	180.0	35.0	44.0	13.0	0.0	0.0	0.0	7955.0	288153.0
Goy-CPnd_063-Ex1-2G-lcwgs-1-2.clmp.fp2_r2_screen	1762.0	200.0	368.0	165.0	166.0	34.0	32.0	7.0	0.0	0.0	0.0	7910.0	288332.0
Goy-CPnd_064-Ex1-8D-lcwgs-1-2.clmp.fp2_r1_screen	80160.0	6236.0	15079.0	7959.0	7352.0	1697.0	1378.0	398.0	11.0	0.0	0.0	297028.0	13492634.0
Goy-CPnd_064-Ex1-8D-lcwgs-1-2.clmp.fp2_r2_screen	80322.0	6267.0	14729.0	7791.0	7332.0	1653.0	1285.0	390.0	17.0	0.0	0.0	297512.0	13492634.0
Goy-CPnd_068-Ex1-2A-lcwgs-1-2.clmp.fp2_r1_screen	77652.0	7586.0	14708.0	7680.0	7317.0	1744.0	1334.0	385.0	18.0	0.0	0.0	301664.0	12916015.0
Goy-CPnd_068-Ex1-2A-lcwgs-1-2.clmp.fp2_r2_screen	78456.0	7595.0	14629.0	7565.0	7062.0	1680.0	1314.0	420.0	19.0	0.0	0.0	302681.0	12914682.0
Goy-CPnd_070-Ex1-1A-lcwgs-1-2.clmp.fp2_r1_screen	11033.0	1509.0	2178.0	1061.0	1047.0	285.0	208.0	61.0	1.0	0.0	0.0	44630.0	1906633.0
Goy-CPnd_070-Ex1-1A-lcwgs-1-2.clmp.fp2_r2_screen	11196.0	1484.0	2218.0	1095.0	1099.0	274.0	200.0	61.0	2.0	0.0	0.0	44384.0	1906633.0
Goy-CPnd_071-Ex1-3E-lcwgs-1-2.clmp.fp2_r1_screen	952848.0	106562.0	180286.0	95090.0	85762.0	22358.0	16894.0	4905.0	287.0	0.0	0.0	3735685.0	142545813.0
Goy-CPnd_071-Ex1-3E-lcwgs-1-2.clmp.fp2_r2_screen	958880.0	105948.0	175203.0	92687.0	83349.0	21449.0	16343.0	4813.0	269.0	0.0	0.0	3726961.0	142560588.0
Goy-CPnd_072-Ex1-4D-lcwgs-1-2.clmp.fp2_r1_screen	386674.0	32253.0	73326.0	37971.0	36250.0	8537.0	6544.0	1894.0	94.0	0.0	0.0	1496291.0	63530062.0
Goy-CPnd_072-Ex1-4D-lcwgs-1-2.clmp.fp2_r2_screen	388370.0	32272.0	72687.0	37576.0	35914.0	8322.0	6416.0	1906.0	111.0	0.0	0.0	1502821.0	63523501.0
Goy-CPnd_073-Ex1-4C-lcwgs-1-2.clmp.fp2_r1_screen	24655.0	2659.0	4344.0	2403.0	2124.0	466.0	383.0	116.0	7.0	0.0	0.0	100466.0	3817041.0
Goy-CPnd_073-Ex1-4C-lcwgs-1-2.clmp.fp2_r2_screen	24769.0	2720.0	4409.0	2320.0	2179.0	482.0	371.0	109.0	8.0	0.0	0.0	100256.0	3817041.0
Goy-CPnd_074-Ex1-1C-lcwgs-1-2.clmp.fp2_r1_screen	8063.0	713.0	1417.0	785.0	772.0	172.0	119.0	42.0	3.0	0.0	0.0	31913.0	1297410.0
Goy-CPnd_074-Ex1-1C-lcwgs-1-2.clmp.fp2_r2_screen	7977.0	691.0	1421.0	770.0	729.0	165.0	123.0	52.0	1.0	0.0	0.0	31936.0	1297544.0
Goy-CPnd_084-Ex1-5E-lcwgs-1-2.clmp.fp2_r1_screen	16703.0	3493.0	3076.0	1589.0	1504.0	375.0	265.0	82.0	7.0	0.0	0.0	62814.0	2801023.0
Goy-CPnd_084-Ex1-5E-lcwgs-1-2.clmp.fp2_r2_screen	16579.0	3529.0	3050.0	1649.0	1467.0	332.0	241.0	78.0	2.0	0.0	0.0	63271.0	2800733.0
Goy-CPnd_085-Ex1-6G-lcwgs-1-2.clmp.fp2_r1_screen	24607.0	1367.0	4117.0	2302.0	1893.0	483.0	407.0	103.0	11.0	0.0	0.0	102650.0	3473045.0
Goy-CPnd_085-Ex1-6G-lcwgs-1-2.clmp.fp2_r2_screen	25088.0	1357.0	4042.0	2276.0	1946.0	483.0	331.0	105.0	6.0	0.0	0.0	102667.0	3472684.0
Goy-CPnd_087-Ex1-6C-lcwgs-1-2.clmp.fp2_r1_screen	334567.0	19277.0	54307.0	31396.0	26012.0	6282.0	4806.0	1845.0	212.0	0.0	0.0	1517278.0	46332872.0
Goy-CPnd_087-Ex1-6C-lcwgs-1-2.clmp.fp2_r2_screen	337365.0	19235.0	53849.0	30705.0	26160.0	6215.0	4498.0	1833.0	69.0	0.0	0.0	1516053.0	46332872.0
Goy-CPnd_088-Ex1-6H-lcwgs-1-2.clmp.fp2_r1_screen	180069.0	14705.0	34098.0	17891.0	17037.0	4039.0	3101.0	974.0	109.0	0.0	0.0	692691.0	29182579.0
Goy-CPnd_088-Ex1-6H-lcwgs-1-2.clmp.fp2_r2_screen	181347.0	14500.0	33436.0	17588.0	16585.0	3819.0	2961.0	913.0	44.0	0.0	0.0	693521.0	29182579.0
Goy-CPnd_090-Ex1-5G-lcwgs-1-2.clmp.fp2_r1_screen	16225.0	4160.0	3163.0	1664.0	1620.0	410.0	285.0	112.0	5.0	0.0	0.0	66387.0	2517940.0
Goy-CPnd_090-Ex1-5G-lcwgs-1-2.clmp.fp2_r2_screen	16337.0	4103.0	3058.0	1602.0	1616.0	350.0	283.0	111.0	1.0	0.0	0.0	66309.0	2518201.0
Goy-CPnd_091-Ex1-4G-lcwgs-1-2.clmp.fp2_r1_screen	8835.0	721.0	1784.0	840.0	910.0	209.0	157.0	72.0	3.0	0.0	0.0	36103.0	1472856.0
Goy-CPnd_091-Ex1-4G-lcwgs-1-2.clmp.fp2_r2_screen	8911.0	769.0	1681.0	860.0	877.0	198.0	170.0	63.0	2.0	0.0	0.0	36103.0	1472856.0
Goy-CPnd_092-Ex1-4A-lcwgs-1-2.clmp.fp2_r1_screen	9067.0	1136.0	1669.0	863.0	830.0	202.0	157.0	40.0	3.0	0.0	0.0	37328.0	1461830.0
Goy-CPnd_092-Ex1-4A-lcwgs-1-2.clmp.fp2_r2_screen	9154.0	1081.0	1645.0	943.0	789.0	170.0	153.0	40.0	3.0	0.0	0.0	37166.0	1461981.0
Goy-CPnd_095-Ex1-5A-lcwgs-1-2.clmp.fp2_r1_screen	9029.0	1134.0	1627.0	841.0	829.0	172.0	130.0	48.0	5.0	0.0	0.0	37205.0	1423543.0
Goy-CPnd_095-Ex1-5A-lcwgs-1-2.clmp.fp2_r2_screen	8876.0	1163.0	1679.0	866.0	821.0	159.0	138.0	51.0	0.0	0.0	0.0	37267.0	1423543.0
