#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.97413	0.02455	0.00000	0.00000	0.00000	0.00132
2	0.97107	0.02762	0.00000	0.00000	0.00000	0.00132
3	0.98115	0.01666	0.00000	0.00088	0.00000	0.00132
4	0.98115	0.01622	0.00000	0.00132	0.00000	0.00132
5	0.98115	0.01622	0.00000	0.00132	0.00000	0.00132
6	0.97940	0.01797	0.00000	0.00132	0.00000	0.00132
7	0.98159	0.01578	0.00044	0.00132	0.00000	0.00132
8	0.98334	0.01447	0.00000	0.00088	0.00000	0.00132
9	0.98378	0.01447	0.00088	0.00044	0.00000	0.00132
10	0.98685	0.01096	0.00044	0.00088	0.00000	0.00132
11	0.98509	0.01271	0.00000	0.00088	0.00000	0.00132
12	0.98509	0.01271	0.00044	0.00088	0.00000	0.00132
13	0.98246	0.01578	0.00044	0.00044	0.00000	0.00132
14	0.98159	0.01710	0.00000	0.00000	0.00000	0.00132
15	0.98597	0.01228	0.00000	0.00044	0.00000	0.00132
16	0.98422	0.01359	0.00044	0.00088	0.00000	0.00132
17	0.98334	0.01447	0.00000	0.00088	0.00000	0.00132
18	0.98378	0.01403	0.00044	0.00088	0.00000	0.00132
19	0.98378	0.01403	0.00000	0.00088	0.00000	0.00132
20	0.98904	0.00833	0.00000	0.00132	0.00000	0.00132
21	0.99167	0.00570	0.00044	0.00132	0.00000	0.00132
22	0.98641	0.01096	0.00000	0.00132	0.00000	0.00132
23	0.98729	0.01052	0.00000	0.00088	0.00000	0.00132
24	0.99167	0.00701	0.00000	0.00000	0.00000	0.00132
25	0.98860	0.01008	0.00088	0.00000	0.00000	0.00132
26	0.98948	0.00921	0.00000	0.00000	0.00000	0.00132
27	0.99167	0.00701	0.00000	0.00000	0.00000	0.00132
28	0.98685	0.01184	0.00000	0.00000	0.00000	0.00132
29	0.98948	0.00921	0.00044	0.00000	0.00000	0.00132
30	0.98948	0.00921	0.00000	0.00000	0.00000	0.00132
31	0.98772	0.01096	0.00000	0.00000	0.00000	0.00132
32	0.99036	0.00833	0.00000	0.00000	0.00000	0.00132
33	0.98992	0.00921	0.00000	0.00000	0.00000	0.00088
34	0.98816	0.01096	0.00000	0.00000	0.00000	0.00088
35	0.99254	0.00658	0.00000	0.00000	0.00000	0.00088
36	0.99035	0.00790	0.00000	0.00088	0.00000	0.00088
37	0.98859	0.00921	0.00000	0.00132	0.00000	0.00088
38	0.98902	0.00878	0.00000	0.00132	0.00000	0.00088
39	0.98725	0.01099	0.00000	0.00088	0.00000	0.00088
40	0.99209	0.00615	0.00000	0.00088	0.00000	0.00088
41	0.98505	0.01407	0.00044	0.00000	0.00000	0.00088
42	0.98856	0.01056	0.00000	0.00000	0.00000	0.00088
43	0.99119	0.00837	0.00000	0.00000	0.00000	0.00044
44	0.98940	0.01015	0.00000	0.00000	0.00000	0.00044
45	0.99293	0.00619	0.00044	0.00044	0.00000	0.00044
46	0.98674	0.01282	0.00000	0.00000	0.00000	0.00044
47	0.99159	0.00797	0.00000	0.00000	0.00000	0.00044
48	0.98936	0.00976	0.00000	0.00044	0.00000	0.00044
49	0.99066	0.00845	0.00000	0.00044	0.00000	0.00044
50	0.98709	0.01202	0.00000	0.00045	0.00000	0.00045
51	0.98972	0.00939	0.00000	0.00045	0.00000	0.00045
52	0.99015	0.00850	0.00000	0.00090	0.00000	0.00045
53	0.99283	0.00582	0.00000	0.00090	0.00000	0.00045
54	0.99147	0.00808	0.00090	0.00000	0.00000	0.00045
55	0.98830	0.01170	0.00000	0.00000	0.00000	0.00000
56	0.99097	0.00903	0.00045	0.00000	0.00000	0.00000
57	0.99276	0.00679	0.00000	0.00045	0.00000	0.00000
58	0.99139	0.00861	0.00000	0.00000	0.00000	0.00000
59	0.99364	0.00636	0.00000	0.00000	0.00000	0.00000
60	0.99179	0.00821	0.00000	0.00000	0.00000	0.00000
61	0.98995	0.01005	0.00000	0.00000	0.00000	0.00000
62	0.98855	0.01145	0.00000	0.00000	0.00000	0.00000
63	0.99450	0.00550	0.00046	0.00000	0.00000	0.00000
64	0.99218	0.00782	0.00000	0.00000	0.00000	0.00000
65	0.98708	0.01199	0.00000	0.00092	0.00000	0.00000
66	0.99123	0.00831	0.00000	0.00000	0.00000	0.00046
67	0.98845	0.01109	0.00000	0.00000	0.00000	0.00046
68	0.99304	0.00649	0.00046	0.00000	0.00000	0.00046
69	0.99211	0.00743	0.00000	0.00000	0.00000	0.00046
70	0.98883	0.01070	0.00047	0.00000	0.00000	0.00047
71	0.99440	0.00513	0.00047	0.00000	0.00000	0.00047
72	0.99393	0.00561	0.00000	0.00000	0.00000	0.00047
73	0.98689	0.01264	0.00000	0.00000	0.00000	0.00047
74	0.99391	0.00562	0.00000	0.00000	0.00000	0.00047
75	0.99342	0.00611	0.00000	0.00000	0.00000	0.00047
76	0.99199	0.00754	0.00000	0.00000	0.00000	0.00047
77	0.99243	0.00709	0.00047	0.00000	0.00000	0.00047
78	0.98957	0.00995	0.00000	0.00000	0.00000	0.00047
79	0.99189	0.00763	0.00000	0.00000	0.00000	0.00048
80	0.98756	0.01196	0.00000	0.00000	0.00000	0.00048
81	0.98896	0.01056	0.00000	0.00000	0.00000	0.00048
82	0.99038	0.00866	0.00000	0.00048	0.00000	0.00048
83	0.98698	0.01158	0.00000	0.00048	0.00000	0.00096
84	0.98985	0.00870	0.00000	0.00048	0.00000	0.00097
85	0.98539	0.01217	0.00146	0.00146	0.00000	0.00097
86	0.98534	0.01369	0.00098	0.00000	0.00000	0.00098
87	0.99018	0.00835	0.00000	0.00000	0.00000	0.00147
88	0.98468	0.01383	0.00000	0.00000	0.00000	0.00148
89	0.98956	0.00895	0.00099	0.00000	0.00000	0.00149
90	0.98846	0.00953	0.00050	0.00050	0.00000	0.00151
91	0.98486	0.01312	0.00101	0.00050	0.00000	0.00151
92	0.98580	0.01268	0.00000	0.00000	0.00000	0.00152
93	0.99235	0.00612	0.00000	0.00000	0.00000	0.00153
94	0.98759	0.01086	0.00000	0.00000	0.00000	0.00155
95	0.98538	0.01305	0.00104	0.00000	0.00000	0.00157
96	0.98737	0.01105	0.00000	0.00000	0.00000	0.00158
97	0.98725	0.01063	0.00000	0.00053	0.00000	0.00159
98	0.98657	0.01182	0.00000	0.00000	0.00000	0.00161
99	0.98526	0.01310	0.00000	0.00000	0.00000	0.00164
100	0.98620	0.01214	0.00000	0.00000	0.00000	0.00166
101	0.98717	0.01115	0.00000	0.00000	0.00000	0.00167
102	0.98586	0.01188	0.00057	0.00113	0.00000	0.00113
103	0.98736	0.01034	0.00000	0.00115	0.00000	0.00115
104	0.98767	0.00998	0.00000	0.00117	0.00000	0.00117
105	0.98804	0.01077	0.00000	0.00000	0.00000	0.00120
106	0.98724	0.01154	0.00000	0.00000	0.00000	0.00122
107	0.98702	0.01236	0.00000	0.00000	0.00000	0.00062
108	0.98863	0.01074	0.00000	0.00000	0.00000	0.00063
109	0.98318	0.01552	0.00065	0.00065	0.00000	0.00065
110	0.99209	0.00659	0.00000	0.00066	0.00000	0.00066
111	0.98592	0.01274	0.00000	0.00067	0.00000	0.00067
112	0.98759	0.01034	0.00000	0.00138	0.00000	0.00069
113	0.98941	0.00706	0.00000	0.00141	0.00000	0.00212
114	0.99058	0.00507	0.00000	0.00217	0.00000	0.00217
115	0.98213	0.01340	0.00149	0.00223	0.00000	0.00223
116	0.97867	0.01828	0.00000	0.00076	0.00000	0.00228
117	0.98665	0.01021	0.00000	0.00079	0.00000	0.00236
118	0.98551	0.01127	0.00000	0.00081	0.00000	0.00242
119	0.98179	0.01490	0.00000	0.00083	0.00000	0.00248
120	0.98204	0.01454	0.00000	0.00086	0.00000	0.00257
121	0.98068	0.01580	0.00000	0.00088	0.00000	0.00263
122	0.98096	0.01541	0.00000	0.00091	0.00000	0.00272
123	0.98791	0.00837	0.00000	0.00093	0.00000	0.00279
124	0.97889	0.01727	0.00000	0.00096	0.00000	0.00288
125	0.97826	0.01581	0.00000	0.00099	0.00000	0.00494
126	0.97641	0.01744	0.00000	0.00103	0.00000	0.00513
127	0.97471	0.01686	0.00000	0.00316	0.00000	0.00527
128	0.97508	0.01733	0.00000	0.00433	0.00000	0.00325
129	0.98333	0.01333	0.00000	0.00111	0.00000	0.00222
130	0.98182	0.01477	0.00000	0.00114	0.00000	0.00227
131	0.97895	0.01754	0.00000	0.00117	0.00000	0.00234
132	0.98315	0.01324	0.00000	0.00120	0.00000	0.00241
133	0.97770	0.01859	0.00124	0.00124	0.00000	0.00248
134	0.97970	0.01650	0.00000	0.00127	0.00000	0.00254
135	0.98276	0.01326	0.00000	0.00133	0.00000	0.00265
136	0.96291	0.03159	0.00000	0.00275	0.00000	0.00275
137	0.98014	0.01418	0.00000	0.00284	0.00000	0.00284
138	0.97246	0.02174	0.00000	0.00290	0.00000	0.00290
139	0.97019	0.02385	0.00000	0.00298	0.00000	0.00298
140	0.97546	0.01840	0.00153	0.00307	0.00000	0.00307
141	0.97615	0.01590	0.00000	0.00477	0.00000	0.00318
142	0.97199	0.02306	0.00000	0.00165	0.00000	0.00329
143	0.97288	0.02203	0.00000	0.00169	0.00000	0.00339
144	0.98090	0.01389	0.00000	0.00174	0.00000	0.00347
145	0.97101	0.02355	0.00000	0.00181	0.00000	0.00362
146	0.97936	0.01689	0.00000	0.00000	0.00000	0.00375
147	0.98266	0.01349	0.00000	0.00000	0.00000	0.00385
148	0.97416	0.02187	0.00000	0.00000	0.00000	0.00398
149	0.97917	0.01667	0.00000	0.00000	0.00000	0.00417
150	0.98413	0.01134	0.00000	0.00000	0.00000	0.00454
