Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
GotPopAL11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	581821	70869.0	12.18	0.0	0.0	0.0	0.0	18.0	0.0	9095.0	1.56	34482.0	5.92	85489.0	14.69	38285.0	6.58	66672.0	11.46	41311.0	7.1000000000000005	51668.0	8.870000000000001	51968.0	8.93	490475	84.3
GotPopAL11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	581821	69380.0	11.93	0.0	0.0	0.0	0.0	18.0	0.0	8937.0	1.54	33901.0	5.82	83822.0	14.399999999999999	37492.0	6.45	65258.0	11.21	40520.0	6.970000000000001	50493.0	8.68	50865.0	8.75	492511	84.65
GotPopAL12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	966414	113464.0	11.73	0.0	0.0	0.0	0.0	10.0	0.0	14084.0	1.45	54048.0	5.59	137273.0	14.2	60208.0	6.23	106578.0	11.030000000000001	65952.0	6.82	82577.0	8.540000000000001	82509.0	8.530000000000001	820002	84.85
GotPopAL12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	966414	111515.0	11.55	0.0	0.0	0.0	0.0	9.0	0.0	13856.0	1.43	53171.0	5.51	135240.0	13.99	58759.0	6.08	104931.0	10.86	64876.0	6.71	81090.0	8.39	80811.0	8.36	822321	85.09
GotPopAL13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	1936536	234522.0	12.11	1.0	0.0	0.0	0.0	6.0	0.0	27093.0	1.4000000000000001	111483.0	5.75	283000.0	14.62	124440.0	6.42	219582.0	11.34	133468.0	6.890000000000001	167731.0	8.66	170320.0	8.79	1634436	84.4
GotPopAL13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	1936536	230122.0	11.889999999999999	1.0	0.0	0.0	0.0	11.0	0.0	26662.0	1.37	109567.0	5.66	278893.0	14.41	121528.0	6.27	216055.0	11.16	131428.0	6.78	164831.0	8.51	166945.0	8.63	1639665	84.67
GotPopAL14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	838253	102920.0	12.280000000000001	0.0	0.0	0.0	0.0	6.0	0.0	12282.0	1.46	49110.0	5.86	123939.0	14.78	54955.0	6.55	96303.0	11.49	59347.0	7.08	74250.0	8.86	74887.0	8.94	705725	84.19
GotPopAL14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	838253	100707.0	12.020000000000001	1.0	0.0	0.0	0.0	8.0	0.0	12166.0	1.45	47926.0	5.720000000000001	122025.0	14.559999999999999	53295.0	6.35	94364.0	11.26	58013.0	6.92	72828.0	8.690000000000001	73057.0	8.71	708072	84.47
GotPopAL15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	1097867	146681.0	13.36	0.0	0.0	0.0	0.0	21.0	0.0	18263.0	1.6600000000000001	71250.0	6.49	175936.0	16.03	78716.0	7.17	138101.0	12.58	85989.0	7.84	106995.0	9.74	108361.0	9.870000000000001	910790	82.96
GotPopAL15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	1097867	143907.0	13.11	0.0	0.0	0.0	0.0	22.0	0.0	18373.0	1.68	69917.0	6.37	173123.0	15.77	76896.0	7.0	135474.0	12.34	84614.0	7.699999999999999	104938.0	9.55	105923.0	9.65	913864	83.24
GotPopAL16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	949786	108223.0	11.4	0.0	0.0	0.0	0.0	16.0	0.0	13438.0	1.4100000000000001	52276.0	5.51	130419.0	13.73	57977.0	6.1	101190.0	10.65	61963.0	6.5200000000000005	77966.0	8.2	78251.0	8.24	810357	85.32
GotPopAL16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	949786	105746.0	11.14	0.0	0.0	0.0	0.0	14.0	0.0	13096.0	1.3800000000000001	51007.0	5.369999999999999	127666.0	13.440000000000001	56492.0	5.95	99064.0	10.43	61095.0	6.430000000000001	76050.0	8.0	76444.0	8.05	813396	85.64
GotPopAL17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	1642780	184619.0	11.25	0.0	0.0	0.0	0.0	10.0	0.0	21119.0	1.28	86722.0	5.28	224296.0	13.65	96723.0	5.89	173281.0	10.549999999999999	105045.0	6.38	132813.0	8.07	133652.0	8.129999999999999	1403098	85.41
GotPopAL17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	1642780	181609.0	11.05	0.0	0.0	0.0	0.0	15.0	0.0	21005.0	1.28	85158.0	5.17	221027.0	13.46	94533.0	5.76	169812.0	10.34	103498.0	6.29	130378.0	7.94	130794.0	7.96	1407533	85.68
GotPopAL18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	543066	67745.0	12.469999999999999	1.0	0.0	0.0	0.0	8.0	0.0	8541.0	1.57	33518.0	6.180000000000001	80976.0	14.9	37133.0	6.83	63569.0	11.71	39649.0	7.3	49431.0	9.11	49636.0	9.14	456772	84.11
GotPopAL18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	543066	66214.0	12.19	0.0	0.0	0.0	0.0	6.0	0.0	8461.0	1.56	32863.0	6.05	79709.0	14.68	36329.0	6.69	62284.0	11.47	39195.0	7.220000000000001	48435.0	8.92	48605.0	8.95	458293	84.39
