#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2007449	1947463	97.01	1843	0.09	535	0.03	3870	0.19	53738	2.68
Ecoli	2007449	2007445	100.00	0	0.00	0	0.00	1	0.00	3	0.00
PhiX	2007449	2007449	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2007449	2007423	100.00	0	0.00	0	0.00	2	0.00	24	0.00
Vectors	2007449	1990891	99.18	3	0.00	1	0.00	242	0.01	16312	0.81
Bacteria_24k	2007449	1968547	98.06	1462	0.07	1813	0.09	2792	0.14	32835	1.64
Protists_1k	2007449	1929654	96.13	6482	0.32	8099	0.40	2207	0.11	61007	3.04
Viruses	2007449	1969513	98.12	64	0.00	30	0.00	3110	0.15	34732	1.73
Fungi_RefSeq_release	2007449	1953860	97.33	1069	0.05	320	0.02	4495	0.22	47705	2.38
Coral	2007449	1974051	98.33	117	0.01	29	0.00	2830	0.14	30422	1.52
Bird	2007449	1963096	97.79	886	0.04	664	0.03	7934	0.40	34869	1.74
Plant	2007449	1968685	98.07	199	0.01	36	0.00	2977	0.15	35552	1.77

%Hit_no_genomes: 95.57
