#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2437794	2362569	96.91	2445	0.10	682	0.03	5589	0.23	66509	2.73
Ecoli	2437794	2437791	100.00	0	0.00	0	0.00	1	0.00	2	0.00
PhiX	2437794	2437794	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2437794	2437781	100.00	0	0.00	0	0.00	2	0.00	11	0.00
Vectors	2437794	2416592	99.13	8	0.00	3	0.00	289	0.01	20902	0.86
Bacteria_24k	2437794	2391547	98.10	1123	0.05	1430	0.06	3596	0.15	40098	1.64
Protists_1k	2437794	2339422	95.97	7890	0.32	11310	0.46	2747	0.11	76425	3.14
Viruses	2437794	2391848	98.12	85	0.00	23	0.00	3326	0.14	42512	1.74
Fungi_RefSeq_release	2437794	2368001	97.13	1368	0.06	388	0.02	6076	0.25	61961	2.54
Coral	2437794	2394227	98.21	143	0.01	47	0.00	3987	0.16	39390	1.62
Bird	2437794	2381339	97.69	1255	0.05	580	0.02	8489	0.35	46131	1.89
Plant	2437794	2386966	97.92	243	0.01	65	0.00	4100	0.17	46420	1.90

%Hit_no_genomes: 95.45
