#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1211421	1194559	98.61	585	0.05	147	0.01	1374	0.11	14756	1.22
Ecoli	1211421	1211415	100.00	0	0.00	0	0.00	1	0.00	5	0.00
PhiX	1211421	1211421	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1211421	1211386	100.00	0	0.00	0	0.00	16	0.00	19	0.00
Vectors	1211421	1206953	99.63	0	0.00	1	0.00	66	0.01	4401	0.36
Bacteria_24k	1211421	1198313	98.92	977	0.08	1200	0.10	860	0.07	10071	0.83
Protists_1k	1211421	1182186	97.59	6994	0.58	3433	0.28	976	0.08	17832	1.47
Viruses	1211421	1200997	99.14	27	0.00	4	0.00	728	0.06	9665	0.80
Fungi_RefSeq_release	1211421	1194483	98.59	683	0.06	76	0.01	1568	0.13	14611	1.21
Coral	1211421	1200449	99.10	47	0.00	12	0.00	1059	0.09	9854	0.81
Bird	1211421	1198316	98.92	276	0.02	82	0.01	1545	0.13	11202	0.92
Plant	1211421	1199522	99.02	141	0.01	32	0.00	976	0.08	10750	0.89

%Hit_no_genomes: 97.19
