#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	59088	58339	98.73	47	0.08	15	0.03	49	0.08	638	1.08
Ecoli	59088	59075	99.97	0	0.00	0	0.00	4	0.01	9	0.02
PhiX	59088	59088	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	59088	59087	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	59088	58889	99.66	0	0.00	0	0.00	4	0.01	195	0.33
Bacteria_24k	59088	41481	70.20	5030	8.51	6487	10.98	556	0.94	5534	9.37
Protists_1k	59088	51658	87.43	790	1.34	255	0.43	3074	5.20	3311	5.60
Viruses	59088	58628	99.22	0	0.00	0	0.00	35	0.06	425	0.72
Fungi_RefSeq_release	59088	58303	98.66	15	0.03	4	0.01	124	0.21	642	1.09
Coral	59088	58646	99.26	0	0.00	2	0.00	36	0.06	404	0.68
Bird	59088	58533	99.06	14	0.02	6	0.01	71	0.12	464	0.79
Plant	59088	58589	99.16	3	0.01	1	0.00	38	0.06	457	0.77

%Hit_no_genomes: 67.66
