#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1457256	1437391	98.64	1384	0.09	321	0.02	1596	0.11	16564	1.14
Ecoli	1457256	1457228	100.00	0	0.00	0	0.00	9	0.00	19	0.00
PhiX	1457256	1457256	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1457256	1457216	100.00	0	0.00	0	0.00	2	0.00	38	0.00
Vectors	1457256	1452286	99.66	2	0.00	0	0.00	61	0.00	4907	0.34
Bacteria_24k	1457256	1428282	98.02	5291	0.36	7194	0.49	1358	0.09	15131	1.04
Protists_1k	1457256	1419009	97.38	8762	0.60	3974	0.27	3592	0.25	21919	1.50
Viruses	1457256	1445796	99.22	25	0.00	12	0.00	801	0.05	10622	0.73
Fungi_RefSeq_release	1457256	1438098	98.69	784	0.05	110	0.01	1923	0.13	16341	1.12
Coral	1457256	1445219	99.17	58	0.00	16	0.00	1097	0.08	10866	0.75
Bird	1457256	1442770	99.01	355	0.02	69	0.00	1705	0.12	12357	0.85
Plant	1457256	1444063	99.10	132	0.01	33	0.00	1061	0.07	11967	0.82

%Hit_no_genomes: 96.25
