#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	760915	736973	96.86	860	0.11	251	0.03	1699	0.22	21132	2.78
Ecoli	760915	760905	100.00	0	0.00	0	0.00	4	0.00	6	0.00
PhiX	760915	760915	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	760915	760902	100.00	0	0.00	0	0.00	0	0.00	13	0.00
Vectors	760915	755209	99.25	0	0.00	0	0.00	94	0.01	5612	0.74
Bacteria_24k	760915	742261	97.55	1629	0.21	2372	0.31	1222	0.16	13431	1.77
Protists_1k	760915	728618	95.76	2599	0.34	3418	0.45	1451	0.19	24829	3.26
Viruses	760915	746313	98.09	22	0.00	5	0.00	1309	0.17	13266	1.74
Fungi_RefSeq_release	760915	739683	97.21	459	0.06	159	0.02	1894	0.25	18720	2.46
Coral	760915	748325	98.34	44	0.01	13	0.00	1125	0.15	11408	1.50
Bird	760915	743820	97.76	390	0.05	182	0.02	3384	0.44	13139	1.73
Plant	760915	746025	98.04	71	0.01	16	0.00	1281	0.17	13522	1.78

%Hit_no_genomes: 94.81
