#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2743046	2637147	96.15	3044	0.11	896	0.03	6988	0.25	94971	3.46
Ecoli	2743046	2743030	100.00	0	0.00	0	0.00	1	0.00	15	0.00
PhiX	2743046	2743046	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2743046	2743030	100.00	0	0.00	0	0.00	1	0.00	15	0.00
Vectors	2743046	2713614	98.93	6	0.00	1	0.00	403	0.01	29022	1.06
Bacteria_24k	2743046	2668401	97.28	4242	0.15	7146	0.26	5089	0.19	58168	2.12
Protists_1k	2743046	2607223	95.04	9545	0.35	13908	0.51	4381	0.16	107989	3.94
Viruses	2743046	2676204	97.57	116	0.00	36	0.00	5266	0.19	61424	2.24
Fungi_RefSeq_release	2743046	2648239	96.54	1654	0.06	491	0.02	8013	0.29	84649	3.09
Coral	2743046	2684643	97.87	160	0.01	53	0.00	5036	0.18	53154	1.94
Bird	2743046	2665371	97.17	1773	0.06	804	0.03	14132	0.52	60966	2.22
Plant	2743046	2673660	97.47	301	0.01	81	0.00	5360	0.20	63644	2.32

%Hit_no_genomes: 94.16
