Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	Snippy_mqc-generalstats-snippy-VariantTotal
Sfa-ABas_001_Ex1_L3_fastp	28.3705	0.958562	7842262436.0	0.441864	98.75978325316855	69.75703171390492	
Sfa-ABas_002_Ex1_L3_fastp	25.2558	0.95758	7441252055.0	0.447398	98.67104302689316	63.00650597924595	
Sfa-ABas_003_Ex1_L3_fastp	25.452799999999996	0.957442	6930003241.0	0.431898	98.92484048364096	68.22498808047229	
Sfa-ABas_004_Ex1_L3_fastp	22.6053	0.954185	6210779064.0	0.416	98.76937513700886	70.57567440411559	
Sfa-ABas_005_Ex1_L3_fastp	21.0888	0.956106	6937787086.0	0.431331	98.86236142523333	71.97202449212661	
Sfa-ABas_006_Ex1_L3_fastp	21.3327	0.956712	5603285397.0	0.431894	98.90302377923476	71.46185170285159	
Sfa-ABas_007_Ex1_L3_fastp	28.4711	0.957056	6201076088.0	0.447742	98.50820406679199	66.71392421943672	
Sfa-ABas_008_Ex1_L3_fastp	33.4996	0.955206	7782763113.0	0.448226	98.53076638022989	58.16047417005286	
Sfa-ABas_009_Ex1_L3_fastp	30.1052	0.953946	7852931294.0	0.45354	98.42589360760796	64.54073314550114	
Sfa-ABas_010_Ex1_L3_fastp	26.755200000000002	0.952597	6545045206.0	0.430888	98.7133656328425	62.807478730975674	
Sfa-ABas_013_Ex1_L3_fastp	30.232599999999998	0.957792	7718307178.0	0.450032	98.79586291487506	60.61720066546565	
Sfa-ABas_014_Ex1_L3_fastp	30.0614	0.95882	5435960316.0	0.463341	98.67759013268528	62.597473021951004	
Sfa-ABas_016_Ex1_L3_fastp	34.0624	0.955314	7350010087.0	0.458018	98.52306479367974	60.76459665518698	
Sfa-ABas_017_Ex1_L3_fastp	29.5385	0.955435	6579683008.0	0.445574	98.84764633676625	65.36561783434904	
Sfa-ABas_018_Ex1_L3_fastp	30.821700000000003	0.954766	6916624734.0	0.440944	98.50152524363392	60.1108554459339	
Sfa-ABas_019_Ex1_L3_fastp	26.5781	0.956412	6525342877.0	0.447416	98.57387579437547	64.22383007381227	
Sfa-ABas_020_Ex1_L3_fastp	43.7052	0.956474	6319125774.0	0.469192	98.79701722286597	52.930612546891545	
Sfa-ABas_021_Ex1_L3_fastp	26.843	0.952899	2528687659.0	0.438254	98.47018312203916	64.65397604819314	
Sfa-ABas_022_Ex1_L3_fastp	29.819699999999997	0.953427	6853179476.0	0.434443	98.74410688661523	61.00316077163349	
Sfa-ABas_023_Ex1_L3_fastp	27.4843	0.954823	6025996094.0	0.436915	98.63067117500258	66.64395316222912	
Sfa-ABas_024_Ex1_L3_fastp	35.2232	0.955889	6113214290.0	0.450741	98.49568636712259	57.864412301681966	
Sfa-ABas_025_Ex1_L3_fastp	19.222900000000003	0.961212	5678681503.0	0.450485	98.63224050421773	77.21436257674338	
Sfa-ABas_026_Ex1_L3_fastp	30.7528	0.957448	8229559007.0	0.439965	98.8296566982956	64.32278676573341	
Sfa-ABas_027_Ex1_L3_fastp	24.901999999999997	0.952536	7095498503.0	0.429631	97.82829497136562	61.56054301503294	
Sfa-ABas_028_Ex1_L3_fastp	29.8148	0.953703	6590381550.0	0.446665	98.78962551385516	57.32672522176576	
Sfa-ABas_029_Ex1_L3_fastp	24.1614	0.95508	6551165787.0	0.441076	98.78985553441174	65.7379432166848	
Sfa-ABas_030_Ex1_L3_fastp	19.785800000000002	0.958409	5564215956.0	0.429643	79.70399568735121	73.84366564105433	
Sfa-ABas_031_Ex1_L3_fastp	22.328899999999997	0.954124	8529480875.0	0.44124	98.7823102030483	48.55191342003348	
Sfa-ABas_032_Ex1_L3_fastp	24.592	0.957267	6399866542.0	0.437173	98.52048609858176	67.50661628122778	
Sfa-ABas_033_Ex1_L3_fastp	20.9776	0.953976	6521566448.0	0.43027	98.73552522088885	69.78438828348831	
Sfa-ABas_034_Ex1_L3_fastp	21.0564	0.952906	7673156301.0	0.433445	98.84313505552153	61.9684341865341	
Sfa-ABas_035_Ex1_L3_fastp	36.5551	0.956229	5952477727.0	0.423436	98.84312929725137	68.67139993462972	
Sfa-CBas_001_Ex1_L3_fastp	28.060200000000002	0.951885	1768452143.0	0.475384	98.79066408227261	16.331204706230942	
Sfa-CBas_002_Ex1_L3_fastp	26.695400000000003	0.945062	2152297984.0	0.448449	98.62766881756457	22.467216112949647	
Sfa-CBas_003_Ex1_L3_fastp	28.655	0.94095	2500196018.0	0.448264	98.34459740014982	15.231091578218606	
Sfa-CBas_006_Ex1_L3_fastp	31.220799999999997	0.944613	2487345494.0	0.461662	98.44085419466374	15.86222996116065	
Sfa-CBas_007_Ex1_L3_fastp	25.829	0.945187	2107132044.0	0.456073	98.35440547397563	21.235956206274164	
Sfa-CBas_008_Ex1_L3_fastp	24.648999999999997	0.949145	2078571755.0	0.457426	98.48689103309997	23.618177726494576	
Sfa-CBas_009_Ex1_L3_fastp	30.9719	0.945019	2673946660.0	0.450363	98.39151217542606	18.92220570047668	
Sfa-CBas_010_Ex1_L3_fastp	31.5863	0.947132	2673144189.0	0.449947	98.61459797222689	22.9018650955653	
Sfa-CBas_014_Ex1_L3_fastp	29.37	0.944238	1905040556.0	0.453951	98.50422847776079	13.707082730444117	
Sfa-CBas_015_Ex1_L3_fastp	26.5258	0.947096	2111211405.0	0.456698	98.65759820021124	22.850576963797565	
Sfa-CBas_016_Ex1_L3_fastp	29.7462	0.9421	2855243295.0	0.466327	98.2157460066755	11.406619945249998	
Sfa-CBas_017_Ex1_L3_fastp	30.502200000000002	0.939576	2135793208.0	0.456811	98.25713339786934	9.008325450756823	
Sfa-CBas_019_Ex1_L3_fastp	31.352000000000004	0.943733	1966974729.0	0.461938	98.20087073429985	8.628319596514011	
Sfa-CBas_020_Ex1_L3_fastp	26.1053	0.947722	2378902615.0	0.463976	98.16458345987435	21.935864947258075	
Sfa-CBas_021_Ex1_L3_fastp	30.938399999999998	0.944113	2286609061.0	0.448142	98.56000009477191	13.857311415750143	
Sfa-CBas_023_Ex1_L3_fastp	28.175299999999996	0.944521	1857407744.0	0.472014	98.2822849946197	12.126316139554444	
Sfa-CBas_025_Ex1_L3_fastp	28.631	0.945355	2044074203.0	0.46344	98.03329145267503	16.19895270387193	
Sfa-CBas_026_Ex1_L3_fastp	32.2432	0.944198	2493683929.0	0.468714	98.22136703254569	17.399237868746695	
Sfa-CBas_027_Ex1_L3_fastp	27.639000000000003	0.952402	1320196284.0	0.470637	98.65043838736723	23.09775800805326	
Sfa-CBas_028_Ex1_L3_fastp	30.675200000000004	0.946983	2193914193.0	0.452672	98.64461512722475	14.47259397078395	
Sfa-CBas_029_Ex1_L3_fastp	27.6238	0.952555	1474617811.0	0.47185	98.65452015998987	24.710424885412678	
Sfa-CBas_030_Ex1_L3_fastp	30.811300000000003	0.944245	1476040956.0	0.443091	98.5866391647433	12.980445410303346	
Sfa-CBas_031_Ex1_L3_fastp	30.247400000000003	0.943146	1325486808.0	0.474009	98.16304500619303	12.304056671850814	
Sfa-CBas_032_Ex1_L3_fastp	25.972099999999998	0.946808	2366291753.0	0.456407	98.48629082516345	25.67144477721872	
Sfa-CBas_033_Ex1_L3_fastp	32.7891	0.941632	1936441493.0	0.463767	98.25103543294959	10.728807578893129	
Sfa-CBas_036_Ex1_L3_fastp	29.1503	0.945428	2106897044.0	0.456103	98.44716202830246	13.77520652381633	
Sfa-CBas_039_Ex1_L3_fastp	31.5848	0.942256	1962310699.0	0.472529	98.4140195043811	13.929022477819524	
Sfa-CBas_041_Ex1_L3_fastp	28.174300000000002	0.946971	2096336608.0	0.443965	98.48227132289536	24.389213482119715	
Sfa-CBas_042_Ex1_L3_fastp	24.8663	0.949285	1564495693.0	0.455531	98.73836682615739	26.288346403668978	
Sfa-CBas_043_Ex1_L3_fastp	30.316100000000002	0.949425	3020448983.0	0.459251	98.58830376929858	24.19647674840546	
Sfa-CBas_044_Ex1_L3_fastp	31.9388	0.938943	2009530631.0	0.458288	98.2622959378088	10.684679377743524	
Sfa-CBas_046_Ex1_L3_fastp	31.7992	0.940501	1292288316.0	0.468119	98.24815973101774	11.411780357090937	
Sfa-CBas_048_Ex1_L3_fastp	26.421400000000002	0.946453	2112833389.0	0.471024	98.31627650740015	17.219069855282605	
Sfa-CBas_056_Ex1_L3_fastp	30.013499999999997	0.945492	2386058292.0	0.464851	98.3274230069549	11.695349964866088	
Sfa-CBas_059_Ex1_L3_fastp	29.343700000000002	0.940581	1711705129.0	0.45525	98.36064716550162	10.635035704070969	
Sfa-CBas_061_Ex1_L3_fastp	29.2456	0.941554	2438359124.0	0.477199	98.02579326936281	15.561009101245174	
Sfa-CBas_062_Ex1_L3_fastp	31.1275	0.945561	2378411301.0	0.468184	98.35699862304644	22.00998835956567	
Sfa-CBas_066_Ex1_L3_fastp	28.7619	0.940972	2320707488.0	0.471162	98.11676393781373	14.849258104258059	
Sfa-CBas_067_Ex1_L3_fastp	25.0821	0.945379	1980664158.0	0.459869	98.31245129580941	31.641093506029446	
Sfa-CBas_073_Ex1_L3_fastp	29.657899999999998	0.946161	1978022492.0	0.472509	98.40147084001603	19.390590943513157	
Sfa-CBas_076_Ex1_L3_fastp	27.431299999999997	0.948142	2117926926.0	0.485291	98.36604753457114	27.203782314264746	
Sfa-CBas_078_Ex1_L3_fastp	27.837400000000002	0.943803	2061695124.0	0.461101	98.19458569082849	17.73312012699975	
Sfa-CBas_084_Ex1_L3_fastp	29.1292	0.947786	1198490125.0	0.470943	98.53678913116683	26.835772755612762	
Sfa-CBas_086_Ex1_L3_fastp	27.296599999999998	0.943997	1823374839.0	0.467225	98.19621452533758	12.810333640552448	
Sfa-CBas_088_Ex1_L3_fastp	25.369000000000003	0.946383	1999786236.0	0.457234	98.44294733375298	22.369742073768336	
Sfa-CBas_090_Ex1_L3_fastp	35.1194	0.938973	1380559229.0	0.463215	98.20844052842305	8.457493538807162	
Sfa-CBas_091_Ex1_L3_fastp	27.999800000000004	0.950072	2269046373.0	0.461068	98.58561650269448	20.376256544757858	
Sfa-CBas_092_Ex1_L3_fastp	32.4345	0.939637	2276696285.0	0.470368	98.15532401529597	11.24431907224573	
Sfa-CBas_096_Ex1_L3_fastp	29.3671	0.948259	2419985672.0	0.469048	98.41625319491632	19.28290784665558	
mqc-1160190							0
multiqc							0
multiqc_general_stats							0
multiqc_sources							0
