Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Sfa-ABas_001_Ex1_L3_fastp	67089652.0	724484.0	25272.0	27386.0	65364.0	0.0
Sfa-ABas_002_Ex1_L3_fastp	62342220.0	702774.0	23910.0	29346.0	83630.0	0.0
Sfa-ABas_003_Ex1_L3_fastp	58975484.0	531152.0	21856.0	24262.0	63702.0	0.0
Sfa-ABas_004_Ex1_L3_fastp	53932158.0	558046.0	19614.0	22150.0	72162.0	0.0
Sfa-ABas_005_Ex1_L3_fastp	61801654.0	569650.0	21050.0	19962.0	100508.0	0.0
Sfa-ABas_006_Ex1_L3_fastp	49119534.0	439402.0	17802.0	15592.0	72010.0	0.0
Sfa-ABas_007_Ex1_L3_fastp	52240262.0	680942.0	19972.0	23912.0	66294.0	0.0
Sfa-ABas_008_Ex1_L3_fastp	63180704.0	820008.0	24938.0	26966.0	70202.0	0.0
Sfa-ABas_009_Ex1_L3_fastp	64965328.0	905176.0	25326.0	30462.0	78014.0	0.0
Sfa-ABas_010_Ex1_L3_fastp	54705354.0	614096.0	20738.0	26886.0	51312.0	0.0
Sfa-ABas_013_Ex1_L3_fastp	63183920.0	651796.0	24712.0	25152.0	68434.0	0.0
Sfa-ABas_014_Ex1_L3_fastp	44819618.0	514738.0	17586.0	16986.0	51332.0	0.0
Sfa-ABas_016_Ex1_L3_fastp	60512626.0	782404.0	23698.0	27264.0	73764.0	0.0
Sfa-ABas_017_Ex1_L3_fastp	54919950.0	547356.0	20914.0	18136.0	53844.0	0.0
Sfa-ABas_018_Ex1_L3_fastp	56490804.0	747004.0	22508.0	27760.0	62106.0	0.0
Sfa-ABas_019_Ex1_L3_fastp	54835894.0	673374.0	20786.0	27036.0	72146.0	0.0
Sfa-ABas_020_Ex1_L3_fastp	50367654.0	523976.0	20302.0	24284.0	44730.0	0.0
Sfa-ABas_021_Ex1_L3_fastp	21059436.0	283702.0	8340.0	11386.0	23748.0	0.0
Sfa-ABas_022_Ex1_L3_fastp	56321010.0	616144.0	22002.0	24264.0	53918.0	0.0
Sfa-ABas_023_Ex1_L3_fastp	51202452.0	605220.0	18724.0	19334.0	67586.0	0.0
Sfa-ABas_024_Ex1_L3_fastp	49447490.0	664980.0	19546.0	19548.0	51132.0	0.0
Sfa-ABas_025_Ex1_L3_fastp	52804930.0	533198.0	17006.0	18902.0	163154.0	0.0
Sfa-ABas_026_Ex1_L3_fastp	68345910.0	689530.0	26460.0	24826.0	68538.0	0.0
Sfa-ABas_027_Ex1_L3_fastp	59616606.0	1175288.0	22366.0	38070.0	87714.0	0.0
Sfa-ABas_028_Ex1_L3_fastp	53372008.0	560450.0	21718.0	22622.0	49126.0	0.0
Sfa-ABas_029_Ex1_L3_fastp	55819238.0	556720.0	20478.0	23066.0	83504.0	0.0
Sfa-ABas_030_Ex1_L3_fastp	53126032.0	12627582.0	16502.0	427312.0	456736.0	0.0
Sfa-ABas_031_Ex1_L3_fastp	68953502.0	713510.0	27736.0	22112.0	86632.0	0.0
Sfa-ABas_032_Ex1_L3_fastp	54932962.0	695276.0	20074.0	22718.0	86878.0	0.0
Sfa-ABas_033_Ex1_L3_fastp	57163114.0	604124.0	20544.0	20402.0	87000.0	0.0
Sfa-ABas_034_Ex1_L3_fastp	64715550.0	630288.0	24582.0	22000.0	80564.0	0.0
Sfa-ABas_035_Ex1_L3_fastp	50254490.0	507410.0	19102.0	15746.0	45926.0	0.0
Sfa-CBas_001_Ex1_L3_fastp	12803112.0	136376.0	5920.0	3050.0	11382.0	0.0
Sfa-CBas_002_Ex1_L3_fastp	15919350.0	194836.0	7172.0	6122.0	13376.0	0.0
Sfa-CBas_003_Ex1_L3_fastp	18284676.0	263832.0	8446.0	10290.0	25212.0	0.0
Sfa-CBas_006_Ex1_L3_fastp	18162186.0	249008.0	8282.0	5912.0	24458.0	0.0
Sfa-CBas_007_Ex1_L3_fastp	15566298.0	224278.0	6954.0	7674.0	21538.0	0.0
Sfa-CBas_008_Ex1_L3_fastp	15396044.0	206284.0	6934.0	6546.0	16774.0	0.0
Sfa-CBas_009_Ex1_L3_fastp	19631228.0	277328.0	8980.0	8976.0	25644.0	0.0
Sfa-CBas_010_Ex1_L3_fastp	19701394.0	240780.0	8972.0	7158.0	19868.0	0.0
Sfa-CBas_014_Ex1_L3_fastp	13864744.0	184862.0	6046.0	4772.0	14854.0	0.0
Sfa-CBas_015_Ex1_L3_fastp	15515180.0	185234.0	6912.0	4934.0	14030.0	0.0
Sfa-CBas_016_Ex1_L3_fastp	20734554.0	328038.0	9270.0	7764.0	31606.0	0.0
Sfa-CBas_017_Ex1_L3_fastp	15450496.0	241952.0	7266.0	6588.0	18252.0	0.0
Sfa-CBas_019_Ex1_L3_fastp	14162834.0	222694.0	6628.0	7580.0	22574.0	0.0
Sfa-CBas_020_Ex1_L3_fastp	17486766.0	273106.0	7628.0	16324.0	29898.0	0.0
Sfa-CBas_021_Ex1_L3_fastp	16639530.0	211026.0	7616.0	4012.0	20456.0	0.0
Sfa-CBas_023_Ex1_L3_fastp	13475604.0	205264.0	6092.0	4768.0	19394.0	0.0
Sfa-CBas_025_Ex1_L3_fastp	14956006.0	264504.0	6836.0	6696.0	22006.0	0.0
Sfa-CBas_026_Ex1_L3_fastp	18238706.0	288224.0	8170.0	8298.0	25582.0	0.0
Sfa-CBas_027_Ex1_L3_fastp	9678778.0	114318.0	4528.0	3778.0	9784.0	0.0
Sfa-CBas_028_Ex1_L3_fastp	15907768.0	190784.0	7446.0	3614.0	16730.0	0.0
Sfa-CBas_029_Ex1_L3_fastp	10883762.0	129550.0	4694.0	3894.0	10298.0	0.0
Sfa-CBas_030_Ex1_L3_fastp	10702534.0	132658.0	4978.0	2792.0	13006.0	0.0
Sfa-CBas_031_Ex1_L3_fastp	9622886.0	157018.0	4200.0	3818.0	15040.0	0.0
