Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Sob-APnd_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	817125.0	0.0	33-150	41.0	97.87449517803255	97.03474254245067	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	817125.0	0.0	33-150	41.0	98.10610507579393	95.92005629493651	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_002-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_002-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	188694.0	0.0	33-150	43.0	96.13360117040656	99.44780968128292	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_002-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_002-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	188694.0	0.0	33-150	43.0	97.1102228214367	98.00547977148187	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_003-Ex1-3A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_003-Ex1-3A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	499689.0	0.0	33-150	43.0	98.8508821577404	115.59936480490866	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_003-Ex1-3A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_003-Ex1-3A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	499689.0	0.0	33-150	42.0	98.87123210239224	112.71307953547107	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_004-Ex1-4A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_004-Ex1-4A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	508874.0	0.0	33-150	41.0	98.21902959703667	94.20035018491808	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Sob-APnd_004-Ex1-4A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_004-Ex1-4A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	508874.0	0.0	33-150	41.0	98.48588775051817	93.28880037101523	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_005-Ex1-5A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_005-Ex1-5A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	105148.0	0.0	33-150	43.0	98.48019147918762	92.28836497127858	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_005-Ex1-5A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_005-Ex1-5A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	105148.0	0.0	33-150	42.0	98.80032744388689	91.2192623730361	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_006-Ex1-6A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_006-Ex1-6A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4530709.0	0.0	33-150	43.0	97.95683608815457	87.63025764841662	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_006-Ex1-6A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_006-Ex1-6A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4530709.0	0.0	33-150	43.0	98.19766723248347	87.12902461844273	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_007-Ex1-7A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_007-Ex1-7A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7666232.0	0.0	33-150	42.0	97.98501029746281	91.20195579784176	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sob-APnd_007-Ex1-7A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_007-Ex1-7A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7666232.0	0.0	33-150	42.0	98.21664998786987	90.68074237774177	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sob-APnd_008-Ex1-8A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_008-Ex1-8A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	267785.0	0.0	33-150	39.0	99.23790218579165	90.69652519745318	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Sob-APnd_008-Ex1-8A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_008-Ex1-8A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	267785.0	0.0	33-150	39.0	99.36082900993583	89.58791567862278	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Sob-APnd_009-Ex1-9A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_009-Ex1-9A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	202973.0	0.0	33-150	40.0	99.17388191213647	84.96130027146468	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_009-Ex1-9A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_009-Ex1-9A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	202973.0	0.0	33-150	40.0	99.36085300709351	84.1100934607066	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_010-Ex1-10A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_010-Ex1-10A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8304339.0	0.0	33-150	38.0	98.78889927895366	85.46435676578233	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Sob-APnd_010-Ex1-10A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_010-Ex1-10A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8304339.0	0.0	33-150	38.0	98.92049811443165	85.04352339180758	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_011-Ex1-11A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_011-Ex1-11A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	236869.0	0.0	33-150	40.0	99.23573416404781	85.516956630036	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_011-Ex1-11A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_011-Ex1-11A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	236869.0	0.0	33-150	40.0	99.3420366975342	84.79042424293597	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_012-Ex1-12A-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_012-Ex1-12A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	554233.0	0.0	33-150	40.0	99.11773138685676	78.93777887639314	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_012-Ex1-12A-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_012-Ex1-12A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	554233.0	0.0	33-150	40.0	99.24040583599204	78.4115705849345	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_013-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_013-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1487044.0	0.0	33-150	42.0	98.80038606188967	87.33590330884627	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Sob-APnd_013-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_013-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1487044.0	0.0	33-150	42.0	99.02783096458954	86.72191138930657	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Sob-APnd_014-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_014-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2707515.0	0.0	33-150	39.0	98.62342935666565	92.55127709357104	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Sob-APnd_014-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_014-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2707515.0	0.0	33-150	39.0	98.76736733795602	92.05535112455517	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_015-Ex1-3B-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_015-Ex1-3B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	962222.0	0.0	33-150	43.0	98.69453427168902	98.10967427475157	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_015-Ex1-3B-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_015-Ex1-3B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	962222.0	0.0	33-150	43.0	98.80515315355743	96.63126596565034	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_016-Ex1-4B-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_016-Ex1-4B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4524437.0	0.0	33-150	36.0	98.81845153546983	83.37792171711088	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Sob-APnd_016-Ex1-4B-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_016-Ex1-4B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4524437.0	0.0	33-150	36.0	98.95239612728459	83.0425672851672	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Sob-APnd_017-Ex1-5B-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_017-Ex1-5B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	221195.0	0.0	33-150	43.0	98.97954783011765	81.01244151088406	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_017-Ex1-5B-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_017-Ex1-5B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	221195.0	0.0	33-150	43.0	99.15342068636357	80.45434119216077	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_018-Ex1-6B-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_018-Ex1-6B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	273241.0	0.0	33-150	45.0	99.05649553215767	97.11004205079033	pass	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass
Sob-APnd_018-Ex1-6B-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_018-Ex1-6B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	273241.0	0.0	33-150	45.0	99.19867684402324	95.61410622856745	pass	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass
Sob-APnd_019-Ex1-7B-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_019-Ex1-7B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	593508.0	0.0	33-150	42.0	98.6568286546467	91.12318957789954	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sob-APnd_019-Ex1-7B-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_019-Ex1-7B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	593508.0	0.0	33-150	42.0	98.81098611030131	90.43115509816211	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sob-APnd_020-Ex1-8B-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_020-Ex1-8B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4312666.0	0.0	33-150	42.0	98.53567371284085	87.58127942205587	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Sob-APnd_020-Ex1-8B-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_020-Ex1-8B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4312666.0	0.0	33-150	42.0	98.66505114924334	87.1268871737343	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sob-APnd_021-Ex1-9B-lcwgs-1-T.clmp.fp2_repr.R1	Sob-APnd_021-Ex1-9B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1706746.0	0.0	33-150	46.0	97.88910745042688	84.58506889718798	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sob-APnd_021-Ex1-9B-lcwgs-1-T.clmp.fp2_repr.R2	Sob-APnd_021-Ex1-9B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1706746.0	0.0	33-150	46.0	98.07483358171528	84.1195719808337	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
