#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7657936	7036865	91.90	12596	0.16	4501	0.06	49383	0.64	554591	7.24
Ecoli	7657936	7657930	100.00	0	0.00	0	0.00	1	0.00	5	0.00
PhiX	7657936	7657936	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7657936	7657933	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	7657936	7579849	98.98	12	0.00	2	0.00	2036	0.03	76037	0.99
Bacteria_24k	7657936	7359289	96.10	864	0.01	422	0.01	28573	0.37	268788	3.51
Protists_1k	7657936	6898772	90.10	39385	0.51	80598	1.05	17186	0.22	621995	8.12
Viruses	7657936	7324346	95.65	587	0.01	175	0.00	28518	0.37	304310	3.97
Fungi_RefSeq_release	7657936	7083823	92.51	7128	0.09	1497	0.02	52960	0.69	512528	6.69
Coral	7657936	7307776	95.43	1319	0.02	310	0.00	46606	0.61	301925	3.94
Bird	7657936	7215715	94.23	5605	0.07	863	0.01	60031	0.78	375722	4.91
Plant	7657936	7217815	94.24	1942	0.03	513	0.01	42095	0.55	395571	5.17

%Hit_no_genomes: 89.32
