#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5569979	5151061	92.48	9387	0.17	3271	0.06	34526	0.62	371734	6.67
Ecoli	5569979	5569965	100.00	0	0.00	0	0.00	1	0.00	13	0.00
PhiX	5569979	5569979	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5569979	5569978	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	5569979	5515789	99.02	9	0.00	2	0.00	1435	0.03	52744	0.95
Bacteria_24k	5569979	5369430	96.40	785	0.01	638	0.01	19347	0.35	179779	3.23
Protists_1k	5569979	5057119	90.79	27798	0.50	54904	0.99	12529	0.22	417629	7.50
Viruses	5569979	5348264	96.02	375	0.01	93	0.00	18970	0.34	202277	3.63
Fungi_RefSeq_release	5569979	5182886	93.05	5137	0.09	1216	0.02	36622	0.66	344118	6.18
Coral	5569979	5331673	95.72	938	0.02	227	0.00	32057	0.58	205084	3.68
Bird	5569979	5269777	94.62	3911	0.07	787	0.01	39753	0.71	255751	4.59
Plant	5569979	5272818	94.65	1471	0.03	342	0.01	28736	0.52	266612	4.79

%Hit_no_genomes: 90.00
