#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6853105	6333392	92.42	11363	0.17	4126	0.06	42806	0.62	461418	6.73
Ecoli	6853105	6853103	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	6853105	6853105	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6853105	6853101	100.00	0	0.00	0	0.00	2	0.00	2	0.00
Vectors	6853105	6790658	99.09	13	0.00	0	0.00	1790	0.03	60644	0.88
Bacteria_24k	6853105	6604747	96.38	857	0.01	500	0.01	24974	0.36	222027	3.24
Protists_1k	6853105	6216174	90.70	34764	0.51	67883	0.99	15713	0.23	518571	7.57
Viruses	6853105	6577965	95.98	497	0.01	136	0.00	24649	0.36	249858	3.65
Fungi_RefSeq_release	6853105	6374219	93.01	6571	0.10	1389	0.02	45253	0.66	425673	6.21
Coral	6853105	6558490	95.69	1240	0.02	549	0.01	40207	0.59	252619	3.69
Bird	6853105	6482884	94.61	5045	0.07	724	0.01	50956	0.74	313496	4.57
Plant	6853105	6486797	94.65	1833	0.03	409	0.01	35286	0.51	328780	4.80

%Hit_no_genomes: 89.91
