#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5490435	5067667	92.29	9105	0.17	3363	0.06	35498	0.65	374802	6.83
Ecoli	5490435	5490431	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	5490435	5490435	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5490435	5490435	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	5490435	5441682	99.11	13	0.00	0	0.00	1388	0.03	47352	0.86
Bacteria_24k	5490435	5290406	96.35	504	0.01	301	0.01	20186	0.37	179038	3.26
Protists_1k	5490435	4968833	90.50	28792	0.52	56835	1.04	12799	0.23	423176	7.71
Viruses	5490435	5268246	95.95	393	0.01	98	0.00	20303	0.37	201395	3.67
Fungi_RefSeq_release	5490435	5100708	92.90	5213	0.09	1138	0.02	37750	0.69	345626	6.30
Coral	5490435	5254346	95.70	974	0.02	514	0.01	32348	0.59	202253	3.68
Bird	5490435	5192095	94.58	4108	0.07	665	0.01	41910	0.76	251657	4.58
Plant	5490435	5195703	94.62	1395	0.03	319	0.01	29182	0.53	263836	4.81

%Hit_no_genomes: 89.71
