#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6638561	6142925	92.54	10938	0.16	4017	0.06	41208	0.62	439473	6.62
Ecoli	6638561	6638557	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	6638561	6638561	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6638561	6638555	100.00	0	0.00	0	0.00	0	0.00	6	0.00
Vectors	6638561	6575216	99.04	12	0.00	2	0.00	1707	0.03	61624	0.93
Bacteria_24k	6638561	6400380	96.42	881	0.01	628	0.01	23550	0.35	213122	3.21
Protists_1k	6638561	6030342	90.84	33311	0.50	65337	0.98	15185	0.23	494386	7.45
Viruses	6638561	6375445	96.04	414	0.01	160	0.00	23395	0.35	239147	3.60
Fungi_RefSeq_release	6638561	6180318	93.11	6279	0.09	1438	0.02	43290	0.65	407236	6.13
Coral	6638561	6354927	95.72	1104	0.02	332	0.01	38665	0.58	243533	3.67
Bird	6638561	6283163	94.65	4846	0.07	818	0.01	47316	0.71	302418	4.56
Plant	6638561	6287744	94.71	1775	0.03	402	0.01	34171	0.51	314469	4.74

%Hit_no_genomes: 90.05
