#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9775327	9051605	92.59	16174	0.17	5779	0.06	60673	0.62	641096	6.56
Ecoli	9775327	9775322	100.00	0	0.00	0	0.00	0	0.00	5	0.00
PhiX	9775327	9775327	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9775327	9775320	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	9775327	9692391	99.15	16	0.00	0	0.00	2483	0.03	80437	0.82
Bacteria_24k	9775327	9433029	96.50	1093	0.01	731	0.01	34614	0.35	305860	3.13
Protists_1k	9775327	8882545	90.87	49639	0.51	97612	1.00	21986	0.22	723545	7.40
Viruses	9775327	9395221	96.11	737	0.01	223	0.00	35003	0.36	344143	3.52
Fungi_RefSeq_release	9775327	9107782	93.18	9236	0.09	2050	0.02	64785	0.66	591474	6.05
Coral	9775327	9370450	95.85	1736	0.02	861	0.01	56214	0.58	346066	3.54
Bird	9775327	9264624	94.78	7149	0.07	1108	0.01	71900	0.74	430546	4.40
Plant	9775327	9268006	94.80	2564	0.03	579	0.01	50476	0.52	453702	4.64

%Hit_no_genomes: 90.08
