#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4182648	4045775	96.73	4218	0.10	991	0.02	10527	0.25	121137	2.90
Ecoli	4182648	4182645	100.00	0	0.00	0	0.00	1	0.00	2	0.00
PhiX	4182648	4182648	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4182648	4182560	100.00	0	0.00	0	0.00	2	0.00	86	0.00
Vectors	4182648	4140973	99.00	9	0.00	0	0.00	852	0.02	40814	0.98
Bacteria_24k	4182648	4093089	97.85	811	0.02	1505	0.04	6496	0.16	80747	1.93
Protists_1k	4182648	4001825	95.68	11555	0.28	21343	0.51	4778	0.11	143147	3.42
Viruses	4182648	4096753	97.95	159	0.00	80	0.00	6535	0.16	79121	1.89
Fungi_RefSeq_release	4182648	4048617	96.80	2875	0.07	965	0.02	11778	0.28	118413	2.83
Coral	4182648	4099659	98.02	388	0.01	130	0.00	8058	0.19	74413	1.78
Bird	4182648	4076857	97.47	2622	0.06	396	0.01	15907	0.38	86866	2.08
Plant	4182648	4090893	97.81	421	0.01	102	0.00	8045	0.19	83187	1.99

%Hit_no_genomes: 95.16
