#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	87927	85833	97.62	164	0.19	44	0.05	162	0.18	1724	1.96
Ecoli	87927	87918	99.99	0	0.00	0	0.00	1	0.00	8	0.01
PhiX	87927	87927	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	87927	87926	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	87927	87481	99.50	0	0.00	0	0.00	20	0.02	426	0.48
Bacteria_24k	87927	82919	94.30	783	0.89	1630	1.85	216	0.25	2379	2.71
Protists_1k	87927	83522	94.99	426	0.48	392	0.45	763	0.87	2824	3.21
Viruses	87927	86824	98.75	2	0.00	1	0.00	96	0.11	1004	1.14
Fungi_RefSeq_release	87927	85994	97.80	54	0.06	19	0.02	227	0.26	1633	1.86
Coral	87927	86826	98.75	4	0.00	3	0.00	137	0.16	957	1.09
Bird	87927	86491	98.37	42	0.05	2	0.00	219	0.25	1173	1.33
Plant	87927	86678	98.58	4	0.00	0	0.00	128	0.15	1117	1.27

%Hit_no_genomes: 91.75
