#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3208262	3116622	97.15	3280	0.10	779	0.02	8305	0.26	79276	2.47
Ecoli	3208262	3208254	100.00	0	0.00	0	0.00	2	0.00	6	0.00
PhiX	3208262	3208262	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3208262	3208178	100.00	0	0.00	0	0.00	0	0.00	84	0.00
Vectors	3208262	3181061	99.16	9	0.00	1	0.00	798	0.02	26393	0.82
Bacteria_24k	3208262	3150079	98.18	531	0.02	1136	0.04	4577	0.14	51939	1.62
Protists_1k	3208262	3084775	96.15	8911	0.28	15859	0.49	3792	0.12	94925	2.96
Viruses	3208262	3153674	98.30	110	0.00	35	0.00	4127	0.13	50316	1.57
Fungi_RefSeq_release	3208262	3117214	97.17	2060	0.06	656	0.02	8793	0.27	79539	2.48
Coral	3208262	3151185	98.22	354	0.01	115	0.00	6002	0.19	50606	1.58
Bird	3208262	3136767	97.76	1853	0.06	303	0.01	9466	0.30	59873	1.87
Plant	3208262	3146598	98.08	356	0.01	78	0.00	5843	0.18	55387	1.73

%Hit_no_genomes: 95.64
