#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7295740	7065138	96.85	7580	0.10	1800	0.02	19055	0.26	202167	2.77
Ecoli	7295740	7295732	100.00	0	0.00	0	0.00	2	0.00	6	0.00
PhiX	7295740	7295740	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7295740	7295695	100.00	0	0.00	0	0.00	2	0.00	43	0.00
Vectors	7295740	7224799	99.02	15	0.00	1	0.00	1824	0.03	69101	0.95
Bacteria_24k	7295740	7145864	97.95	1523	0.02	2483	0.03	11487	0.16	134383	1.84
Protists_1k	7295740	6988503	95.79	20688	0.28	37749	0.52	9092	0.12	239708	3.29
Viruses	7295740	7153690	98.06	290	0.00	89	0.00	10720	0.15	130951	1.79
Fungi_RefSeq_release	7295740	7066255	96.86	5182	0.07	1820	0.02	21086	0.29	201397	2.76
Coral	7295740	7151859	98.03	754	0.01	258	0.00	14402	0.20	128467	1.76
Bird	7295740	7115191	97.53	4540	0.06	690	0.01	24001	0.33	151318	2.07
Plant	7295740	7138561	97.85	760	0.01	173	0.00	14423	0.20	141823	1.94

%Hit_no_genomes: 95.25
